,ITEM_CTG_ID,ITEM_CTG_DESC,ITEM_GRP_ID,ITEM_GRP_DESC,GINNO,GINDATE,ENTITY,SEGMENT,COST_CENTER,C_CENTER_ID,C_CENTER_NAME,JOBNO,UNITNO,RATE,MACHINENO1,MARATE,REMARKS,CAPITAL,QUANTITY,ITEMNO,INVENTORY_ITEM_NO,INV_ITEM_DESCRIPTION,UOM_DESC,AMOUNT1,BAL1,MDESC1,LASTISSUE1,LASTISSUEDT,COSTCENTER,SUMQTY,SUMAMT,GAP,GAMOUNT,CODE1,CODE2,GQTY,PERIOD
1406,105,CLIPPER,21,GENERAL MATERIAL,738412,25-Jan-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,35.0,,,,,100.0,22999,22999,"COLOR CLIPPER BLACK, BLUE, YELLOW, GREEN HIGH QUALITY (Consumable-Local)",PCS,3500.0,200.0,,,,,100.0,3500.0,,38086160.02,,,783755340.3,
1407,105,CLIPPER,21,GENERAL MATERIAL,738418,25-Jan-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,35.0,,,,,25.0,22999,22999,"COLOR CLIPPER BLACK, BLUE, YELLOW, GREEN HIGH QUALITY (Consumable-Local)",PCS,875.0,200.0,,,,,25.0,875.0,,38086160.02,,,783755340.3,
1413,105,CLIPPER,21,GENERAL MATERIAL,750024,16-Mar-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,35.0,,,,,60.0,22999,22999,"COLOR CLIPPER BLACK, BLUE, YELLOW, GREEN HIGH QUALITY (Consumable-Local)",PCS,2100.0,950.0,,,,,60.0,2100.0,,38086160.02,,,783755340.3,
1443,105,CLIPPER,21,GENERAL MATERIAL,770718,20-Jul-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,35.0,,,"15 pes new ,13 pes replcement",,28.0,22999,22999,"COLOR CLIPPER BLACK, BLUE, YELLOW, GREEN HIGH QUALITY (Consumable-Local)",PCS,980.0,692.0,,,,,28.0,980.0,,38086160.02,,,783755340.3,
1449,105,CLIPPER,21,GENERAL MATERIAL,775158,13-Aug-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,35.0,,,,,33.0,22999,22999,"COLOR CLIPPER BLACK, BLUE, YELLOW, GREEN HIGH QUALITY (Consumable-Local)",PCS,1155.0,494.0,,,,,33.0,1155.0,,38086160.02,,,783755340.3,
1460,105,CLIPPER,21,GENERAL MATERIAL,779662,01-Sep-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,35.0,,,,,30.0,22999,22999,"COLOR CLIPPER BLACK, BLUE, YELLOW, GREEN HIGH QUALITY (Consumable-Local)",PCS,1050.0,301.0,,,,,30.0,1050.0,,38086160.02,,,783755340.3,
1464,105,CLIPPER,21,GENERAL MATERIAL,783369,21-Sep-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,35.0,,,,,35.0,22999,22999,"COLOR CLIPPER BLACK, BLUE, YELLOW, GREEN HIGH QUALITY (Consumable-Local)",PCS,1225.0,179.0,,,,,35.0,1225.0,,38086160.02,,,783755340.3,
1472,105,CLIPPER,21,GENERAL MATERIAL,788542,08-Oct-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,35.0,,,,,25.0,22999,22999,"COLOR CLIPPER BLACK, BLUE, YELLOW, GREEN HIGH QUALITY (Consumable-Local)",PCS,875.0,1005.0,,,,,25.0,875.0,,38086160.02,,,783755340.3,
1475,105,CLIPPER,21,GENERAL MATERIAL,789653,13-Oct-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,35.0,,,,,20.0,22999,22999,"COLOR CLIPPER BLACK, BLUE, YELLOW, GREEN HIGH QUALITY (Consumable-Local)",PCS,700.0,675.0,,,,,20.0,700.0,,38086160.02,,,783755340.3,
1477,105,CLIPPER,21,GENERAL MATERIAL,792222,23-Oct-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,35.0,,,,,50.0,22999,22999,"COLOR CLIPPER BLACK, BLUE, YELLOW, GREEN HIGH QUALITY (Consumable-Local)",PCS,1750.0,625.0,,,,,50.0,1750.0,,38086160.02,,,783755340.3,
1482,105,CLIPPER,21,GENERAL MATERIAL,796356,09-Nov-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,35.0,,,,,15.0,22999,22999,"COLOR CLIPPER BLACK, BLUE, YELLOW, GREEN HIGH QUALITY (Consumable-Local)",PCS,525.0,460.0,,,,,15.0,525.0,,38086160.02,,,783755340.3,
1486,105,CLIPPER,21,GENERAL MATERIAL,799302,24-Nov-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,35.0,,,,,35.0,22999,22999,"COLOR CLIPPER BLACK, BLUE, YELLOW, GREEN HIGH QUALITY (Consumable-Local)",PCS,1225.0,308.0,,,,,35.0,1225.0,,38086160.02,,,783755340.3,
1992,189,FILE,20,STATIONARY,806649,18-Dec-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,72.0,,,,,4.0,16707,16707,FILE (RING FILE) (Consumable-Local),NOS,288.0,96.0,,,,,4.0,288.0,,38086160.02,,,783755340.3,
2457,206,GENERAL,21,GENERAL MATERIAL,745934,27-Feb-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,13.0,,,,,60.0,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,780.0,676.0,,,,,60.0,780.0,,38086160.02,,,783755340.3,
2461,206,GENERAL,21,GENERAL MATERIAL,747956,07-Mar-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,13.0,,,,,84.0,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,1092.0,556.0,,,,,84.0,1092.0,,38086160.02,,,783755340.3,
2464,206,GENERAL,21,GENERAL MATERIAL,750442,18-Mar-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,13.0,,,,,60.0,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,780.0,484.0,,,,,60.0,780.0,,38086160.02,,,783755340.3,
2465,206,GENERAL,21,GENERAL MATERIAL,752422,20-Apr-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,13.0,,,,,72.0,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,936.0,412.0,,,,,72.0,936.0,,38086160.02,,,783755340.3,
2470,206,GENERAL,21,GENERAL MATERIAL,755000,05-May-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,13.0,,,,,48.0,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,624.0,204.0,,,,,48.0,624.0,,38086160.02,,,783755340.3,
2472,206,GENERAL,21,GENERAL MATERIAL,757102,16-May-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,13.0,,,,,48.0,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,624.0,96.0,,,,,48.0,624.0,,38086160.02,,,783755340.3,
2475,206,GENERAL,21,GENERAL MATERIAL,758580,29-May-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,13.0,,,,,40.0,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,520.0,44.0,,,,,40.0,520.0,,38086160.02,,,783755340.3,
2477,206,GENERAL,21,GENERAL MATERIAL,760126,05-Jun-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,13.0,,,,,24.0,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,312.0,8.0,,,,,24.0,312.0,,38086160.02,,,783755340.3,
2482,206,GENERAL,21,GENERAL MATERIAL,769315,14-Jul-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,13.0,,,,,96.0,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,1248.0,524.0,,,,,96.0,1248.0,,38086160.02,,,783755340.3,
2520,206,GENERAL,21,GENERAL MATERIAL,775950,13-Aug-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,13.0,,,,,24.0,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,312.0,320.0,,,,,24.0,312.0,,38086160.02,,,783755340.3,
2524,206,GENERAL,21,GENERAL MATERIAL,776625,17-Aug-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,13.0,,,,,36.0,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,468.0,200.0,,,,,36.0,468.0,,38086160.02,,,783755340.3,
2526,206,GENERAL,21,GENERAL MATERIAL,778198,24-Aug-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,13.0,,,,,36.0,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,468.0,104.0,,,,,36.0,468.0,,38086160.02,,,783755340.3,
2533,206,GENERAL,21,GENERAL MATERIAL,782910,15-Sep-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,13.0,,,,,36.0,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,468.0,228.0,,,,,36.0,468.0,,38086160.02,,,783755340.3,
2535,206,GENERAL,21,GENERAL MATERIAL,783842,18-Sep-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,13.0,,,,,60.0,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,780.0,168.0,,,,,60.0,780.0,,38086160.02,,,783755340.3,
2536,206,GENERAL,21,GENERAL MATERIAL,784605,22-Sep-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,13.0,,,,,60.0,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,780.0,108.0,,,,,60.0,780.0,,38086160.02,,,783755340.3,
2537,206,GENERAL,21,GENERAL MATERIAL,784661,22-Sep-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,11.0,,,,,30.0,20021,20021,MASKING TAPE 1/2'' ABRO (I NO.2256) (Consumable-Local),PCS,330.0,160.0,,,,,30.0,330.0,,38086160.02,,,783755340.3,
2539,206,GENERAL,21,GENERAL MATERIAL,784781,23-Sep-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,270.0,,,,,4.0,21085,21085,TAG GUN (Consumable-Local),PCS,1080.0,15.0,,,,,4.0,1080.0,,38086160.02,,,783755340.3,
2541,206,GENERAL,21,GENERAL MATERIAL,785309,25-Sep-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,11.0,,,,,20.0,20021,20021,MASKING TAPE 1/2'' ABRO (I NO.2256) (Consumable-Local),PCS,220.0,140.0,,,,,20.0,220.0,,38086160.02,,,783755340.3,
2544,206,GENERAL,21,GENERAL MATERIAL,786398,29-Sep-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,13.0,,,,,48.0,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,624.0,48.0,,,,,68.0,844.0,,38086160.02,,,783755340.3,
2545,206,GENERAL,21,GENERAL MATERIAL,786398,29-Sep-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,11.0,,,,,20.0,20021,20021,MASKING TAPE 1/2'' ABRO (I NO.2256) (Consumable-Local),PCS,220.0,107.0,,,,,68.0,844.0,,38086160.02,,,783755340.3,
2547,206,GENERAL,21,GENERAL MATERIAL,787734,06-Oct-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,11.0,,,,,50.0,20021,20021,MASKING TAPE 1/2'' ABRO (I NO.2256) (Consumable-Local),PCS,550.0,57.0,,,,,80.0,940.0,,38086160.02,,,783755340.3,
2548,206,GENERAL,21,GENERAL MATERIAL,787734,06-Oct-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,13.0,,,,,30.0,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,390.0,18.0,,,,,80.0,940.0,,38086160.02,,,783755340.3,
2549,206,GENERAL,21,GENERAL MATERIAL,788543,08-Oct-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,13.0,,,,,12.0,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,156.0,6.0,,,,,32.0,376.0,,38086160.02,,,783755340.3,
2550,206,GENERAL,21,GENERAL MATERIAL,788543,08-Oct-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,11.0,,,,,20.0,20021,20021,MASKING TAPE 1/2'' ABRO (I NO.2256) (Consumable-Local),PCS,220.0,37.0,,,,,32.0,376.0,,38086160.02,,,783755340.3,
2554,206,GENERAL,21,GENERAL MATERIAL,790245,15-Oct-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,13.0,,,,,264.0,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,3432.0,676.0,,,,,264.0,3432.0,,38086160.02,,,783755340.3,
2556,206,GENERAL,21,GENERAL MATERIAL,790382,15-Oct-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,11.0,,,,,20.0,20021,20021,MASKING TAPE 1/2'' ABRO (I NO.2256) (Consumable-Local),PCS,220.0,12.0,,,,,80.0,1000.0,,38086160.02,,,783755340.3,
2557,206,GENERAL,21,GENERAL MATERIAL,790382,15-Oct-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,13.0,,,,,60.0,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,780.0,676.0,,,,,80.0,1000.0,,38086160.02,,,783755340.3,
2560,206,GENERAL,21,GENERAL MATERIAL,791477,22-Oct-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,13.0,,,,,60.0,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,780.0,568.0,,,,,60.0,780.0,,38086160.02,,,783755340.3,
2591,206,GENERAL,21,GENERAL MATERIAL,794253,02-Nov-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,13.0,,,,,48.0,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,624.0,1514.0,,,,,48.0,624.0,,38086160.02,,,783755340.3,
2596,206,GENERAL,21,GENERAL MATERIAL,797860,14-Nov-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,13.0,,,,,36.0,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,468.0,1411.0,,,,,36.0,468.0,,38086160.02,,,783755340.3,
2601,206,GENERAL,21,GENERAL MATERIAL,800314,24-Nov-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,13.0,,,,,48.0,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,624.0,1363.0,,,,,48.0,624.0,,38086160.02,,,783755340.3,
2613,206,GENERAL,21,GENERAL MATERIAL,802413,01-Dec-20,,,90193,90193,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Checking-General,,,13.0,,,,,48.0,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,624.0,1303.0,,,,,48.0,624.0,,38086160.02,,,783755340.3,
