,ITEM_CTG_ID,ITEM_CTG_DESC,ITEM_GRP_ID,ITEM_GRP_DESC,GINNO,GINDATE,ENTITY,SEGMENT,COST_CENTER,C_CENTER_ID,C_CENTER_NAME,JOBNO,UNITNO,RATE,MACHINENO1,MARATE,REMARKS,CAPITAL,QUANTITY,ITEMNO,INVENTORY_ITEM_NO,INV_ITEM_DESCRIPTION,UOM_DESC,AMOUNT1,BAL1,MDESC1,LASTISSUE1,LASTISSUEDT,COSTCENTER,SUMQTY,SUMAMT,GAP,GAMOUNT,CODE1,CODE2,GQTY,PERIOD
80,23,BAR,11,SPARE PARTS,807555,22-Dec-20,,,90233,90233,YTML-Stitching-YTM-07-UNIT 29 YTM 7 Bldg B-Third Floor-Quilting-General,,,100.0,,,,,6.0,20063,20063,NEEDLE BAR (110-35003) (JUKI) (Consumable-Local),PCS,600.0,0.0,,,,,6.0,600.0,,38086160.02,,,783755340.3,
83,23,BAR,11,SPARE PARTS,820613,11-Feb-21,,,90233,90233,YTML-Stitching-YTM-07-UNIT 29 YTM 7 Bldg B-Third Floor-Quilting-General,,,80.0,,,,,4.0,20077,20077,NEEDLE BAR BUSH (SINGLE NEEDLE) (Consumable-Local),PCS,320.0,12.0,,,,,4.0,320.0,,38086160.02,,,783755340.3,
84,23,BAR,11,SPARE PARTS,822065,16-Feb-21,,,90233,90233,YTML-Stitching-YTM-07-UNIT 29 YTM 7 Bldg B-Third Floor-Quilting-General,,,100.0,,,,,4.0,20063,20063,NEEDLE BAR (110-35003) (JUKI) (Consumable-Local),PCS,400.0,44.0,,,,,4.0,400.0,,38086160.02,,,783755340.3,
92,23,BAR,11,SPARE PARTS,836245,12-Apr-21,,,90233,90233,YTML-Stitching-YTM-07-UNIT 29 YTM 7 Bldg B-Third Floor-Quilting-General,,,100.0,,,,,4.0,20063,20063,NEEDLE BAR (110-35003) (JUKI) (Consumable-Local),PCS,400.0,29.0,,,,,4.0,400.0,,38086160.02,,,783755340.3,
101,23,BAR,11,SPARE PARTS,847869,05-Jun-21,,,90233,90233,YTML-Stitching-YTM-07-UNIT 29 YTM 7 Bldg B-Third Floor-Quilting-General,,,100.0,,,,,6.0,20063,20063,NEEDLE BAR (110-35003) (JUKI) (Consumable-Local),PCS,600.0,1.0,,,,,6.0,600.0,,38086160.02,,,783755340.3,
138,29,BEARING,18,MECHANICAL,807827,23-Dec-20,,,90233,90233,YTML-Stitching-YTM-07-UNIT 29 YTM 7 Bldg B-Third Floor-Quilting-General,,,275.0,,,,,6.0,595,595,BALL BEARING 6002-2RSH SKF (Consumable-Local),NOS,1650.0,18.0,,,,,6.0,1650.0,,38086160.02,,,783755340.3,
292,41,BOARD,21,GENERAL MATERIAL,806927,26-Dec-20,,,90233,90233,YTML-Stitching-YTM-07-UNIT 29 YTM 7 Bldg B-Third Floor-Quilting-General,,,9650.0,,,,,1.0,5724321001,5724321001,"MOVEABLE SOFTBOARD (GREEN) SIZE: 6'X8'X4"" (---) (L-C) (Consumable-Local)",NOS,9650.0,0.0,,,,,1.0,9650.0,,38086160.02,,,783755340.3,
399,42,BOBBIN,11,SPARE PARTS,815871,23-Jan-21,,,90233,90233,YTML-Stitching-YTM-07-UNIT 29 YTM 7 Bldg B-Third Floor-Quilting-General,,,360.0,,,,,4.0,18882,18882,BOBIN CASE (DELTA) (Consumable-Local),PCS,1440.0,76.0,,,,,4.0,1440.0,,38086160.02,,,783755340.3,
407,42,BOBBIN,11,SPARE PARTS,824262,25-Feb-21,,,90233,90233,YTML-Stitching-YTM-07-UNIT 29 YTM 7 Bldg B-Third Floor-Quilting-General,,,360.0,,,,,6.0,18882,18882,BOBIN CASE (DELTA) (Consumable-Local),PCS,2160.0,62.0,,,,,6.0,2160.0,,38086160.02,,,783755340.3,
424,42,BOBBIN,11,SPARE PARTS,837540,20-Apr-21,,,90233,90233,YTML-Stitching-YTM-07-UNIT 29 YTM 7 Bldg B-Third Floor-Quilting-General,,,360.0,,,,,4.0,18882,18882,BOBIN CASE (DELTA) (Consumable-Local),PCS,1440.0,39.0,,,,,4.0,1440.0,,38086160.02,,,783755340.3,
425,42,BOBBIN,11,SPARE PARTS,837768,20-Apr-21,,,90233,90233,YTML-Stitching-YTM-07-UNIT 29 YTM 7 Bldg B-Third Floor-Quilting-General,,,360.0,,,,,4.0,18882,18882,BOBIN CASE (DELTA) (Consumable-Local),PCS,1440.0,39.0,,,,,4.0,1440.0,,38086160.02,,,783755340.3,
428,42,BOBBIN,11,SPARE PARTS,841710,07-May-21,,,90233,90233,YTML-Stitching-YTM-07-UNIT 29 YTM 7 Bldg B-Third Floor-Quilting-General,,,360.0,,,,,1.0,18882,18882,BOBIN CASE (DELTA) (Consumable-Local),PCS,360.0,32.0,,,,,1.0,360.0,,38086160.02,,,783755340.3,
432,42,BOBBIN,11,SPARE PARTS,844593,22-May-21,,,90233,90233,YTML-Stitching-YTM-07-UNIT 29 YTM 7 Bldg B-Third Floor-Quilting-General,,,360.0,,,,,4.0,18882,18882,BOBIN CASE (DELTA) (Consumable-Local),PCS,1440.0,20.0,,,,,4.0,1440.0,,38086160.02,,,783755340.3,
443,42,BOBBIN,11,SPARE PARTS,849825,12-Jun-21,,,90233,90233,YTML-Stitching-YTM-07-UNIT 29 YTM 7 Bldg B-Third Floor-Quilting-General,,,360.0,,,,,4.0,18882,18882,BOBIN CASE (DELTA) (Consumable-Local),PCS,1440.0,2.0,,,,,4.0,1440.0,,38086160.02,,,783755340.3,
487,42,BOBBIN,11,SPARE PARTS,871954,14-Sep-21,,,90233,90233,YTML-Stitching-YTM-07-UNIT 29 YTM 7 Bldg B-Third Floor-Quilting-General,,,395.0,,,,,5.0,18882,18882,BOBIN CASE (DELTA) (Consumable-Local),PCS,1975.0,69.0,,,,,17.0,2227.0,,38086160.02,,,783755340.3,
488,42,BOBBIN,11,SPARE PARTS,871954,14-Sep-21,,,90233,90233,YTML-Stitching-YTM-07-UNIT 29 YTM 7 Bldg B-Third Floor-Quilting-General,,,21.0,,,,,12.0,18872,18872,BOBIN (DELTA) (Consumable-Local),PCS,252.0,22.0,,,,,17.0,2227.0,,38086160.02,,,783755340.3,
491,42,BOBBIN,11,SPARE PARTS,873880,21-Sep-21,,,90233,90233,YTML-Stitching-YTM-07-UNIT 29 YTM 7 Bldg B-Third Floor-Quilting-General,,,21.0,,,,,2.0,18872,18872,BOBIN (DELTA) (Consumable-Local),PCS,42.0,0.0,,,,,6.0,1622.0,,38086160.02,,,783755340.3,
