,ITEM_CTG_ID,ITEM_CTG_DESC,ITEM_GRP_ID,ITEM_GRP_DESC,GINNO,GINDATE,ENTITY,SEGMENT,COST_CENTER,C_CENTER_ID,C_CENTER_NAME,JOBNO,UNITNO,RATE,MACHINENO1,MARATE,REMARKS,CAPITAL,QUANTITY,ITEMNO,INVENTORY_ITEM_NO,INV_ITEM_DESCRIPTION,UOM_DESC,AMOUNT1,BAL1,MDESC1,LASTISSUE1,LASTISSUEDT,COSTCENTER,SUMQTY,SUMAMT,GAP,GAMOUNT,CODE1,CODE2,GQTY,PERIOD
334,42,BOBBIN,11,SPARE PARTS,774537,07-Aug-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,6.0,,,,,20.0,18873,18873,BOBIN (JUKI) (Consumable-Local),PCS,120.0,170.0,,,,,20.0,120.0,,38086160.02,,,783755340.3,
538,42,BOBBIN,18,MECHANICAL,751085,20-Mar-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,5649.473333,,,,,6.0,6959111001,6959111001,"BOBBIN CASE COMPL. P# 40003599, M# LZ- 2290ASR (---) (I-C) (Consumable-Imported)",NOS,33896.84,6.0,,,,,6.0,33896.84,,38086160.02,,,783755340.3,
1113,68,CABLE,13,COMPUTERS & ACCESSORIES,861207,31-Jul-21,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,20000.0,,,,,5.0,23278,23278,NETWORK CABLE CAT-6 6E 3M (Consumable-Local),COL,100000.0,9.0,,,,,5.0,100000.0,,38086160.02,,,783755340.3,
1367,104,CLIP,18,MECHANICAL,804959,11-Dec-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,159.0,,,,,1000.0,21901,21901,CHAIN 2 CLIP RUNNER  WITH HOOK FOR SWITCH TRACK (Consumable-Local),SET,159000.0,100.0,,,,,1000.0,159000.0,,38086160.02,,,783755340.3,
1447,105,CLIPPER,21,GENERAL MATERIAL,772906,29-Jul-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,35.0,,,FOR CHECKING,,10.0,22999,22999,"COLOR CLIPPER BLACK, BLUE, YELLOW, GREEN HIGH QUALITY (Consumable-Local)",PCS,350.0,582.0,,,,,10.0,350.0,,38086160.02,,,783755340.3,
1459,105,CLIPPER,21,GENERAL MATERIAL,779432,31-Aug-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,35.0,,,,,20.0,22999,22999,"COLOR CLIPPER BLACK, BLUE, YELLOW, GREEN HIGH QUALITY (Consumable-Local)",PCS,700.0,331.0,,,,,20.0,700.0,,38086160.02,,,783755340.3,
1473,105,CLIPPER,21,GENERAL MATERIAL,788833,09-Oct-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,35.0,,,,,20.0,22999,22999,"COLOR CLIPPER BLACK, BLUE, YELLOW, GREEN HIGH QUALITY (Consumable-Local)",PCS,700.0,915.0,,,,,20.0,700.0,,38086160.02,,,783755340.3,
1479,105,CLIPPER,21,GENERAL MATERIAL,792648,24-Oct-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,35.0,,,,,10.0,22999,22999,"COLOR CLIPPER BLACK, BLUE, YELLOW, GREEN HIGH QUALITY (Consumable-Local)",PCS,350.0,565.0,,,,,10.0,350.0,,38086160.02,,,783755340.3,
1481,105,CLIPPER,21,GENERAL MATERIAL,796072,06-Nov-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,35.0,,,,,50.0,22999,22999,"COLOR CLIPPER BLACK, BLUE, YELLOW, GREEN HIGH QUALITY (Consumable-Local)",PCS,1750.0,515.0,,,,,50.0,1750.0,,38086160.02,,,783755340.3,
1485,105,CLIPPER,21,GENERAL MATERIAL,798328,16-Nov-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,35.0,,,,,20.0,22999,22999,"COLOR CLIPPER BLACK, BLUE, YELLOW, GREEN HIGH QUALITY (Consumable-Local)",PCS,700.0,403.0,,,,,20.0,700.0,,38086160.02,,,783755340.3,
1487,105,CLIPPER,21,GENERAL MATERIAL,800523,24-Nov-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,35.0,,,,,60.0,22999,22999,"COLOR CLIPPER BLACK, BLUE, YELLOW, GREEN HIGH QUALITY (Consumable-Local)",PCS,2100.0,308.0,,,,,60.0,2100.0,,38086160.02,,,783755340.3,
1490,105,CLIPPER,21,GENERAL MATERIAL,802607,02-Dec-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,35.0,,,,,10.0,22999,22999,"COLOR CLIPPER BLACK, BLUE, YELLOW, GREEN HIGH QUALITY (Consumable-Local)",PCS,350.0,255.0,,,,,10.0,350.0,,38086160.02,,,783755340.3,
1492,105,CLIPPER,21,GENERAL MATERIAL,806214,16-Dec-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,35.0,,,,,20.0,22999,22999,"COLOR CLIPPER BLACK, BLUE, YELLOW, GREEN HIGH QUALITY (Consumable-Local)",PCS,700.0,1210.0,,,,,20.0,700.0,,38086160.02,,,783755340.3,
1655,117,COMPRESSOR,17,ELECTRICAL,886480,09-Nov-21,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,18500.0,,,,,1.0,28558,28558,"COMPRESSOR ROTARY TYPE 2-TON 24000 BTU LRA63 220V, 50HZ MITSUBISHI (Consumable-Local)",NOS,18500.0,1.0,,,,,1.0,18500.0,,38086160.02,,,783755340.3,
1657,117,COMPRESSOR,18,MECHANICAL,886480,09-Nov-21,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,23500.0,,,,,1.0,7899221015,7899221015,ROTARY COMPRESSOR 1.5 TON 18000 BTU R410A INVERTER A/C 208-230 V 1 PH 60 HZ (GREE) (L-C) (Consumable-Local),NOS,23500.0,5.0,,,,,1.0,23500.0,,38086160.02,,,783755340.3,
1971,189,FILE,20,STATIONARY,792889,28-Oct-20,,,90205,90205,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-General-General,,,72.0,,,,,8.0,16707,16707,FILE (RING FILE) (Consumable-Local),NOS,576.0,54.0,,,,,8.0,576.0,,38086160.02,,,783755340.3,
