,ITEM_CTG_ID,ITEM_CTG_DESC,ITEM_GRP_ID,ITEM_GRP_DESC,GINNO,GINDATE,ENTITY,SEGMENT,COST_CENTER,C_CENTER_ID,C_CENTER_NAME,JOBNO,UNITNO,RATE,MACHINENO1,MARATE,REMARKS,CAPITAL,QUANTITY,ITEMNO,INVENTORY_ITEM_NO,INV_ITEM_DESCRIPTION,UOM_DESC,AMOUNT1,BAL1,MDESC1,LASTISSUE1,LASTISSUEDT,COSTCENTER,SUMQTY,SUMAMT,GAP,GAMOUNT,CODE1,CODE2,GQTY,PERIOD
111,23,BAR,11,SPARE PARTS,869478,03-Sep-21,,,90209,90209,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-Sewing-Manual,,,100.0,,,,,4.0,20063,20063,NEEDLE BAR (110-35003) (JUKI) (Consumable-Local),PCS,400.0,37.0,,,,,4.0,400.0,,38086160.02,,,783755340.3,
176,32,BELT,11,SPARE PARTS,804803,10-Dec-20,,,90209,90209,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-Sewing-Manual,,,4.0,,,,,15.0,20886,20886,SHARPING BELT (CUTTING MACHINE) (Consumable-Local),PCS,60.0,835.0,,,,,15.0,60.0,,38086160.02,,,783755340.3,
385,42,BOBBIN,11,SPARE PARTS,804803,10-Dec-20,,,90209,90209,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-Sewing-Manual,,,6.0,,,,,5.0,18873,18873,BOBIN (JUKI) (Consumable-Local),PCS,30.0,21.0,,,,,7.0,147.6,,38086160.02,,,783755340.3,
386,42,BOBBIN,11,SPARE PARTS,804803,10-Dec-20,,,90209,90209,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-Sewing-Manual,,,58.8,,,,,2.0,18878,18878,BOBIN CASE (B-1837-012-OAO)(JUKI)  (Consumable-Local),PCS,117.6,117.0,,,,,7.0,147.6,,38086160.02,,,783755340.3,
418,42,BOBBIN,11,SPARE PARTS,834576,10-Apr-21,,,90209,90209,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-Sewing-Manual,,,360.0,,,2nd floor B building,,2.0,18882,18882,BOBIN CASE (DELTA) (Consumable-Local),PCS,720.0,50.0,,,,,2.0,720.0,,38086160.02,,,783755340.3,
485,42,BOBBIN,11,SPARE PARTS,871952,14-Sep-21,,,90209,90209,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-Sewing-Manual,,,21.0,,,,,12.0,18872,18872,BOBIN (DELTA) (Consumable-Local),PCS,252.0,22.0,,,,,17.0,2227.0,,38086160.02,,,783755340.3,
486,42,BOBBIN,11,SPARE PARTS,871952,14-Sep-21,,,90209,90209,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-Sewing-Manual,,,395.0,,,,,5.0,18882,18882,BOBIN CASE (DELTA) (Consumable-Local),PCS,1975.0,69.0,,,,,17.0,2227.0,,38086160.02,,,783755340.3,
719,46,BOOT,11,SPARE PARTS,799691,21-Nov-20,,,90209,90209,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-Sewing-Manual,,,45.0,,,,,4.0,18920,18920,BOOT (SINGLE NEEDLE) (Consumable-Local),PCS,180.0,151.0,,,,,4.0,180.0,,38086160.02,,,783755340.3,
776,46,BOOT,11,SPARE PARTS,834379,06-Apr-21,,,90209,90209,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-Sewing-Manual,,,35.0,,,Half boot for 2nd floor E-Buliding without replacement (Boot No# BETEL-P36LN),,20.0,19673,19673,HALF BOOT RIGHT (JUKI) (Consumable-Local),PCS,700.0,0.0,,,,,20.0,700.0,,38086160.02,,,783755340.3,
865,46,BOOT,11,SPARE PARTS,869478,03-Sep-21,,,90209,90209,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-Sewing-Manual,,,38.73040752,,,,,3.0,18920,18920,BOOT (SINGLE NEEDLE) (Consumable-Local),PCS,116.1912226,50.0,,,,,23.0,170.9411359,,38086160.02,,,783755340.3,
866,46,BOOT,11,SPARE PARTS,869478,03-Sep-21,,,90209,90209,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-Sewing-Manual,,,2.737495665,,,,,20.0,18960,18960,BOOT SCREW LARGE (JUKI) (Consumable-Local),PCS,54.7499133,2720.0,,,,,23.0,170.9411359,,38086160.02,,,783755340.3,
2378,206,GENERAL,11,SPARE PARTS,871952,14-Sep-21,,,90209,90209,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-Sewing-Manual,,,45.0,,,,,4.0,20527,20527,POSITION FINGER (JUKI) (Consumable-Local),PCS,180.0,4.0,,,,,4.0,180.0,,38086160.02,,,783755340.3,
3278,232,HOOK,11,SPARE PARTS,871952,14-Sep-21,,,90209,90209,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-Sewing-Manual,,,1500.0,,,,,4.0,19712,19712,HOOK (ASM) (DELTA) (Consumable-Local),PCS,6000.0,14.0,,,,,4.0,6000.0,,38086160.02,,,783755340.3,
3922,281,LOOPER,11,SPARE PARTS,834576,10-Apr-21,,,90209,90209,YTML-Stitching-YTM-07-UNIT 28 YTM 7 Bldg B-Second Floor-Sewing-Manual,,,170.0,,,2nd floor B building,,6.0,40390,40390,UPPER LOOPER P # LP226 (SIRUBA) (Consumable-Local),NOS,1020.0,18.0,,,,,6.0,1020.0,,38086160.02,,,783755340.3,
