,ITEM_CTG_ID,ITEM_CTG_DESC,ITEM_GRP_ID,ITEM_GRP_DESC,GINNO,GINDATE,ENTITY,SEGMENT,COST_CENTER,C_CENTER_ID,C_CENTER_NAME,JOBNO,UNITNO,RATE,MACHINENO1,MARATE,REMARKS,CAPITAL,QUANTITY,ITEMNO,INVENTORY_ITEM_NO,INV_ITEM_DESCRIPTION,UOM_DESC,AMOUNT1,BAL1,MDESC1,LASTISSUE1,LASTISSUEDT,COSTCENTER,SUMQTY,SUMAMT,GAP,GAMOUNT,CODE1,CODE2,GQTY,PERIOD
57,13,ASSEMBLY,18,MECHANICAL,857944,14-Jul-21,,,90186,90186,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-Manual,,,1275.0,,,,,1.0,43125,43125,"FEED BAR ASSY, P # SB3794001 (Consumable-Local)",NOS,1275.0,7.0,,,,,1.0,1275.0,,38086160.02,,,783755340.3,
387,42,BOBBIN,11,SPARE PARTS,805854,18-Dec-20,,,90186,90186,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-Manual,,,69.02082019,,,,,5.0,18878,18878,BOBIN CASE (B-1837-012-OAO)(JUKI)  (Consumable-Local),PCS,345.1041009,312.0,,,,,5.0,345.1041009,,38086160.02,,,783755340.3,
680,46,BOOT,11,SPARE PARTS,783475,17-Sep-20,,,90186,90186,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-Manual,,,45.0,,,,,1.0,18920,18920,BOOT (SINGLE NEEDLE) (Consumable-Local),PCS,45.0,2.0,,,,,1.0,45.0,,38086160.02,,,783755340.3,
732,46,BOOT,11,SPARE PARTS,805854,18-Dec-20,,,90186,90186,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-Manual,,,38.73040752,,,,,5.0,18920,18920,BOOT (SINGLE NEEDLE) (Consumable-Local),PCS,193.6520376,314.0,,,,,5.0,193.6520376,,38086160.02,,,783755340.3,
772,46,BOOT,11,SPARE PARTS,833400,01-Apr-21,,,90186,90186,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-Manual,,,38.73040752,,,For A-Building,,30.0,18920,18920,BOOT (SINGLE NEEDLE) (Consumable-Local),PCS,1161.912226,198.0,,,,,80.0,1298.787009,,38086160.02,,,783755340.3,
773,46,BOOT,11,SPARE PARTS,833400,01-Apr-21,,,90186,90186,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-Manual,,,2.737495665,,,For A-Building,,50.0,18960,18960,BOOT SCREW LARGE (JUKI) (Consumable-Local),PCS,136.8747832,3500.0,,,,,80.0,1298.787009,,38086160.02,,,783755340.3,
2686,206,GENERAL,21,GENERAL MATERIAL,830542,22-Mar-21,,,90186,90186,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-Manual,,,5.0,,,,,100.0,19984,19984,MACHINE BREAK DOWN CARD (Consumable-Local),PCS,500.0,1250.0,,,,,100.0,500.0,,38086160.02,,,783755340.3,
3063,232,HOOK,11,SPARE PARTS,762882,17-Jun-20,,,90186,90186,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-Manual,,,2600.0,,,,,2.0,45069,45069,HOOK KOBAN KHS 12 SPD2 (Consumable-Local),NOS,5200.0,37.0,,,,,2.0,5200.0,,38086160.02,,,783755340.3,
3108,232,HOOK,11,SPARE PARTS,783475,17-Sep-20,,,90186,90186,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-Manual,,,2550.0,,,,,3.0,19717,19717,HOOK ASM JAPAN HIROSE HSH-7.94BTR  (Consumable-Local),PCS,7650.0,6.0,,,,,3.0,7650.0,,38086160.02,,,783755340.3,
3160,232,HOOK,11,SPARE PARTS,805854,18-Dec-20,,,90186,90186,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Sewing-Manual,,,2650.0,,,,,3.0,19717,19717,HOOK ASM JAPAN HIROSE HSH-7.94BTR  (Consumable-Local),PCS,7950.0,10.0,,,,,3.0,7950.0,,38086160.02,,,783755340.3,
