,ITEM_CTG_ID,ITEM_CTG_DESC,ITEM_GRP_ID,ITEM_GRP_DESC,GINNO,GINDATE,ENTITY,SEGMENT,COST_CENTER,C_CENTER_ID,C_CENTER_NAME,JOBNO,UNITNO,RATE,MACHINENO1,MARATE,REMARKS,CAPITAL,QUANTITY,ITEMNO,INVENTORY_ITEM_NO,INV_ITEM_DESCRIPTION,UOM_DESC,AMOUNT1,BAL1,MDESC1,LASTISSUE1,LASTISSUEDT,COSTCENTER,SUMQTY,SUMAMT,GAP,GAMOUNT,CODE1,CODE2,GQTY,PERIOD
934,47,BOTTLE,21,GENERAL MATERIAL,756778,15-May-20,,,90189,90189,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Packing-General,,,450.0,,,,,1.0,46015,46015,BOTTLE WATER SILVER STAR 5LTR FOR PRESS (Consumable-Local),NOS,450.0,4.0,,,,,1.0,450.0,,38086160.02,,,783755340.3,
1765,151,DEVICE,17,ELECTRICAL,761168,10-Jun-20,,,90189,90189,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Packing-General,,,9100.0,,,,,1.0,6520821001,6520821001,"SS POUCH 5PACKING DEVICE (FULL) (ARTICLE FITTED) SIZE H=100MM, W=11.5MM, L=310MM (---) (L-C) (Consumable-Local)",NOS,9100.0,0.0,,,,,5.0,49050.0,,38086160.02,,,783755340.3,
1766,151,DEVICE,17,ELECTRICAL,761168,10-Jun-20,,,90189,90189,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Packing-General,,,10100.0,,,,,1.0,6520321001,6520321001,"SS POUCH PACKING DEVICE (QUEEN) (ARTICLE FLAT) SIZE: H=100MM, W=120MM, L=330MM (---) (L-C) (Consumable-Local)",NOS,10100.0,0.0,,,,,5.0,49050.0,,38086160.02,,,783755340.3,
1767,151,DEVICE,17,ELECTRICAL,761168,10-Jun-20,,,90189,90189,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Packing-General,,,9650.0,,,,,1.0,6520421001,6520421001,"SS POUCH PACKING DEVICE (KING) (ARTICLE FLAT) SIZE: H=100MM, W=120MM, L=320MM (---) (L-C) (Consumable-Local)",NOS,9650.0,0.0,,,,,5.0,49050.0,,38086160.02,,,783755340.3,
1768,151,DEVICE,17,ELECTRICAL,761168,10-Jun-20,,,90189,90189,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Packing-General,,,10100.0,,,,,1.0,6520521001,6520521001,"SS POUCH PACKING DEVICE5 (FULL) (ARTICLE FLAT) SIZE H=100MM, W=110MM, L=300MM (---) (L-C) (Consumable-Local)",NOS,10100.0,0.0,,,,,5.0,49050.0,,38086160.02,,,783755340.3,
1769,151,DEVICE,17,ELECTRICAL,761168,10-Jun-20,,,90189,90189,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Packing-General,,,10100.0,,,,,1.0,6520621001,6520621001,"SS POUCH PACKING DEVICE (QUEEN) (ARTICLE FITTED) SIZE H=100MM, W=140MM, L=320MM (---) (L-C) (Consumable-Local)",NOS,10100.0,0.0,,,,,5.0,49050.0,,38086160.02,,,783755340.3,
2528,206,GENERAL,21,GENERAL MATERIAL,779924,02-Sep-20,,,90189,90189,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Packing-General,,,270.0,,,,,2.0,21085,21085,TAG GUN (Consumable-Local),PCS,540.0,19.0,,,,,2.0,540.0,,38086160.02,,,783755340.3,
2559,206,GENERAL,21,GENERAL MATERIAL,791193,20-Oct-20,,,90189,90189,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Packing-General,,,270.0,,,,,4.0,21085,21085,TAG GUN (Consumable-Local),PCS,1080.0,19.0,,,,,4.0,1080.0,,38086160.02,,,783755340.3,
7073,305,NEEDLE,21,GENERAL MATERIAL,779924,02-Sep-20,,,90189,90189,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Packing-General,,,35.0,,,,,5.0,21086,21086,TAG GUN NEEDLE (Consumable-Local),PCS,175.0,45.0,,,,,5.0,175.0,,38086160.02,,,783755340.3,
8010,349,PRINTED STATIONERY,20,STATIONARY,798983,18-Nov-20,,,90189,90189,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Packing-General,,,350.0,,,,,5.0,5490221001,5490221001,PACKING TRANSFER TO WAREHOUSE BOOK 100 SET 200 PAGES NCR PAPER 1-WHITE 2-GREEN DUPLICATE CARBONIZED (---) (Consumable-Local),BKS,1750.0,21.0,,,,,10.0,2800.0,,38086160.02,,,783755340.3,
8011,349,PRINTED STATIONERY,20,STATIONARY,798983,18-Nov-20,,,90189,90189,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Packing-General,,,210.0,,,,,5.0,5490021001,5490021001,METAL DETACTOR LOG SHEET PACKING SINGLE TYPE ONE COLOR JOB (---) (Consumable-Local),PAD,1050.0,44.0,,,,,10.0,2800.0,,38086160.02,,,783755340.3,
11586,718,POUCH,19,"HARDWARE MATERIAL, PIPE & FITTINGS",761168,10-Jun-20,,,90189,90189,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Packing-General,,,8400.0,,,,,1.0,38347,38347,"POUCH PACKING DEVICE (TWIN/FULL) (ARTICLE FLAT) SIZE H=72MM, W=130MM, L=330MM (SS) (Consumable-Local)",NOS,8400.0,0.0,,,,,5.0,42000.0,,38086160.02,,,783755340.3,
11587,718,POUCH,19,"HARDWARE MATERIAL, PIPE & FITTINGS",761168,10-Jun-20,,,90189,90189,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Packing-General,,,8400.0,,,FOR WALL MART AND ROYAL ORDERS,,1.0,38344,38344,"POUCH PACKING DEVICE (KING) (ARTICLE FITTED) SIZE H=138MM, W=136MM, L=330MM (SS) (Consumable-Local)",NOS,8400.0,0.0,,,,,5.0,42000.0,,38086160.02,,,783755340.3,
11588,718,POUCH,19,"HARDWARE MATERIAL, PIPE & FITTINGS",761168,10-Jun-20,,,90189,90189,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Packing-General,,,8400.0,,,,,1.0,38349,38349,"POUCH PACKING DEVICE (STD) (ARTICLE PILLOW) SIZE H=48MM, W=102MM, L=310MM (SS) (Consumable-Local)",NOS,8400.0,0.0,,,,,5.0,42000.0,,38086160.02,,,783755340.3,
11589,718,POUCH,19,"HARDWARE MATERIAL, PIPE & FITTINGS",761168,10-Jun-20,,,90189,90189,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Packing-General,,,8400.0,,,,,1.0,38348,38348,"POUCH PACKING DEVICE (KING) (ARTICLE PILLOW) SIZE H=65MM, W=102MM, L=310MM (SS) (Consumable-Local)",NOS,8400.0,0.0,,,,,5.0,42000.0,,38086160.02,,,783755340.3,
11590,718,POUCH,19,"HARDWARE MATERIAL, PIPE & FITTINGS",761168,10-Jun-20,,,90189,90189,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-Packing-General,,,8400.0,,,,,1.0,38345,38345,"POUCH PACKING DEVICE (TWIN) (ARTICLE FITTED) SIZE H=104MM, W=136MM, L=330MM (SS) (Consumable-Local)",NOS,8400.0,0.0,,,,,5.0,42000.0,,38086160.02,,,783755340.3,
