,ITEM_CTG_ID,ITEM_CTG_DESC,ITEM_GRP_ID,ITEM_GRP_DESC,GINNO,GINDATE,ENTITY,SEGMENT,COST_CENTER,C_CENTER_ID,C_CENTER_NAME,JOBNO,UNITNO,RATE,MACHINENO1,MARATE,REMARKS,CAPITAL,QUANTITY,ITEMNO,INVENTORY_ITEM_NO,INV_ITEM_DESCRIPTION,UOM_DESC,AMOUNT1,BAL1,MDESC1,LASTISSUE1,LASTISSUEDT,COSTCENTER,SUMQTY,SUMAMT,GAP,GAMOUNT,CODE1,CODE2,GQTY,PERIOD
117,23,BAR,11,SPARE PARTS,880230,15-Oct-21,,,90253,90253,YTML-Stitching-YTM-07-UNIT 30 YTM 7 Bldg A-Third Floor-Quilting-General,,,100.0,,,,,2.0,20063,20063,NEEDLE BAR (110-35003) (JUKI) (Consumable-Local),PCS,200.0,20.0,,,,,2.0,200.0,,38086160.02,,,783755340.3,
139,29,BEARING,18,MECHANICAL,835825,12-Apr-21,,,90253,90253,YTML-Stitching-YTM-07-UNIT 30 YTM 7 Bldg A-Third Floor-Quilting-General,,,275.0,,,3rd floor A building,,2.0,595,595,BALL BEARING 6002-2RSH SKF (Consumable-Local),NOS,550.0,16.0,,,,,2.0,550.0,,38086160.02,,,783755340.3,
142,29,BEARING,18,MECHANICAL,870866,09-Sep-21,,,90253,90253,YTML-Stitching-YTM-07-UNIT 30 YTM 7 Bldg A-Third Floor-Quilting-General,,,245.0,,,,,1.0,25214,25214,BALL BEARING 6202 2Z C3 FAG (Consumable-Local),NOS,245.0,23.0,,,,,1.0,245.0,,38086160.02,,,783755340.3,
413,42,BOBBIN,11,SPARE PARTS,829775,18-Mar-21,,,90253,90253,YTML-Stitching-YTM-07-UNIT 30 YTM 7 Bldg A-Third Floor-Quilting-General,,,360.0,,,,,4.0,18882,18882,BOBIN CASE (DELTA) (Consumable-Local),PCS,1440.0,58.0,,,,,4.0,1440.0,,38086160.02,,,783755340.3,
435,42,BOBBIN,11,SPARE PARTS,845717,28-May-21,,,90253,90253,YTML-Stitching-YTM-07-UNIT 30 YTM 7 Bldg A-Third Floor-Quilting-General,,,360.0,,,,,10.0,18882,18882,BOBIN CASE (DELTA) (Consumable-Local),PCS,3600.0,10.0,,,,,10.0,3600.0,,38086160.02,,,783755340.3,
437,42,BOBBIN,11,SPARE PARTS,848232,05-Jun-21,,,90253,90253,YTML-Stitching-YTM-07-UNIT 30 YTM 7 Bldg A-Third Floor-Quilting-General,,,69.02082019,,,,,1.0,18878,18878,BOBIN CASE (B-1837-012-OAO)(JUKI)  (Consumable-Local),PCS,69.02082019,231.0,,,,,1.0,69.02082019,,38086160.02,,,783755340.3,
454,42,BOBBIN,11,SPARE PARTS,860187,28-Jul-21,,,90253,90253,YTML-Stitching-YTM-07-UNIT 30 YTM 7 Bldg A-Third Floor-Quilting-General,,,69.02082019,,,,,1.0,18878,18878,BOBIN CASE (B-1837-012-OAO)(JUKI)  (Consumable-Local),PCS,69.02082019,205.0,,,,,1.0,69.02082019,,38086160.02,,,783755340.3,
472,42,BOBBIN,11,SPARE PARTS,866797,24-Aug-21,,,90253,90253,YTML-Stitching-YTM-07-UNIT 30 YTM 7 Bldg A-Third Floor-Quilting-General,,,21.0,,,,,20.0,18872,18872,BOBIN (DELTA) (Consumable-Local),PCS,420.0,60.0,,,,,20.0,420.0,,38086160.02,,,783755340.3,
478,42,BOBBIN,11,SPARE PARTS,870866,09-Sep-21,,,90253,90253,YTML-Stitching-YTM-07-UNIT 30 YTM 7 Bldg A-Third Floor-Quilting-General,,,21.0,,,,,4.0,18872,18872,BOBIN (DELTA) (Consumable-Local),PCS,84.0,46.0,,,,,4.0,84.0,,38086160.02,,,783755340.3,
490,42,BOBBIN,11,SPARE PARTS,872682,16-Sep-21,,,90253,90253,YTML-Stitching-YTM-07-UNIT 30 YTM 7 Bldg A-Third Floor-Quilting-General,,,21.0,,,,,20.0,18872,18872,BOBIN (DELTA) (Consumable-Local),PCS,420.0,2.0,,,,,20.0,420.0,,38086160.02,,,783755340.3,
528,42,BOBBIN,11,SPARE PARTS,889887,23-Nov-21,,,90253,90253,YTML-Stitching-YTM-07-UNIT 30 YTM 7 Bldg A-Third Floor-Quilting-General,,,6.891935484,,,with replacement,,2.0,18873,18873,BOBIN (JUKI) (Consumable-Local),PCS,13.78387097,242.0,,,,,3.0,82.80469116,,38086160.02,,,783755340.3,
529,42,BOBBIN,11,SPARE PARTS,889887,23-Nov-21,,,90253,90253,YTML-Stitching-YTM-07-UNIT 30 YTM 7 Bldg A-Third Floor-Quilting-General,,,69.02082019,,,with replacement,,1.0,18878,18878,BOBIN CASE (B-1837-012-OAO)(JUKI)  (Consumable-Local),PCS,69.02082019,96.0,,,,,3.0,82.80469116,,38086160.02,,,783755340.3,
764,46,BOOT,11,SPARE PARTS,829775,18-Mar-21,,,90253,90253,YTML-Stitching-YTM-07-UNIT 30 YTM 7 Bldg A-Third Floor-Quilting-General,,,640.0,,,,,4.0,18913,18913,BOOT (DELTA MACHINE) (Consumable-Local),PCS,2560.0,5.0,,,,,4.0,2560.0,,38086160.02,,,783755340.3,
803,46,BOOT,11,SPARE PARTS,848232,05-Jun-21,,,90253,90253,YTML-Stitching-YTM-07-UNIT 30 YTM 7 Bldg A-Third Floor-Quilting-General,,,38.73040752,,,,,4.0,18920,18920,BOOT (SINGLE NEEDLE) (Consumable-Local),PCS,154.9216301,164.0,,,,,4.0,154.9216301,,38086160.02,,,783755340.3,
813,46,BOOT,11,SPARE PARTS,851076,18-Jun-21,,,90253,90253,YTML-Stitching-YTM-07-UNIT 30 YTM 7 Bldg A-Third Floor-Quilting-General,,,2.737495665,,,,,20.0,18960,18960,BOOT SCREW LARGE (JUKI) (Consumable-Local),PCS,54.7499133,3150.0,,,,,20.0,54.7499133,,38086160.02,,,783755340.3,
843,46,BOOT,11,SPARE PARTS,860187,28-Jul-21,,,90253,90253,YTML-Stitching-YTM-07-UNIT 30 YTM 7 Bldg A-Third Floor-Quilting-General,,,38.73040752,,,,,5.0,18920,18920,BOOT (SINGLE NEEDLE) (Consumable-Local),PCS,193.6520376,74.0,,,,,5.0,193.6520376,,38086160.02,,,783755340.3,
