,ITEM_CTG_ID,ITEM_CTG_DESC,ITEM_GRP_ID,ITEM_GRP_DESC,GINNO,GINDATE,ENTITY,SEGMENT,COST_CENTER,C_CENTER_ID,C_CENTER_NAME,JOBNO,UNITNO,RATE,MACHINENO1,MARATE,REMARKS,CAPITAL,QUANTITY,ITEMNO,INVENTORY_ITEM_NO,INV_ITEM_DESCRIPTION,UOM_DESC,AMOUNT1,BAL1,MDESC1,LASTISSUE1,LASTISSUEDT,COSTCENTER,SUMQTY,SUMAMT,GAP,GAMOUNT,CODE1,CODE2,GQTY,PERIOD
31,6,AIR CONDITIONER,22,ELECTRICAL EQUIPMENT,884628,03-Nov-21,,,90311,90311,YTML-Stitching-YTM-07-UNIT 43 YTM 7 Bldg F-Third Floor-Sewing-General,,,72650.0,,,,,8.0,7232422007,7232422007,AIR CONDITIONER 1.5 TON SPLIT INVERTER TYPE (HAIER) (L-F) (Fixed-Local),NOS,581200.0,0.0,,,,,9.0,688892.0,,38086160.02,,,783755340.3,
32,6,AIR CONDITIONER,22,ELECTRICAL EQUIPMENT,884628,03-Nov-21,,,90311,90311,YTML-Stitching-YTM-07-UNIT 43 YTM 7 Bldg F-Third Floor-Sewing-General,,,107692.0,,,,,1.0,6517922005,6517922005,"AIR CONDITIONER WITH INVERTER 2 TON, SPLIT TYPE (GREE) (L-F) (Fixed-Local)",NOS,107692.0,0.0,,,,,9.0,688892.0,,38086160.02,,,783755340.3,
559,45,BOLT/NUT,18,MECHANICAL,878785,11-Oct-21,,,90311,90311,YTML-Stitching-YTM-07-UNIT 43 YTM 7 Bldg F-Third Floor-Sewing-General,,,21.42795233,,,,,50.0,6421122001,6421122001,MS RAWAL BOLT 10X75MM (---) (L-F) (Fixed-Local),NOS,1071.397616,346.0,,,,,50.0,1071.397616,,38086160.02,,,783755340.3,
560,45,BOLT/NUT,18,MECHANICAL,884628,03-Nov-21,,,90311,90311,YTML-Stitching-YTM-07-UNIT 43 YTM 7 Bldg F-Third Floor-Sewing-General,,,21.42795233,,,,,346.0,6421122001,6421122001,MS RAWAL BOLT 10X75MM (---) (L-F) (Fixed-Local),NOS,7414.071506,0.0,,,,,346.0,7414.071506,,38086160.02,,,783755340.3,
585,45,BOLT/NUT,19,"HARDWARE MATERIAL, PIPE & FITTINGS",878785,11-Oct-21,,,90311,90311,YTML-Stitching-YTM-07-UNIT 43 YTM 7 Bldg F-Third Floor-Sewing-General,,,19.8,,,,,20.0,11066,11066,RAWAL BOLT 10X75 MM (Consumable-Local),NOS,396.0,0.0,,,,,20.0,396.0,,38086160.02,,,783755340.3,
977,53,BREAKER,17,ELECTRICAL,884628,03-Nov-21,,,90311,90311,YTML-Stitching-YTM-07-UNIT 43 YTM 7 Bldg F-Third Floor-Sewing-General,,,8000.0,,,,,2.0,6414522001,6414522001,"MCCB 63 AMPS, TP, (ADJ. 50-63A) R.C 36KA (---) (L-F) (Fixed-Local)",NOS,16000.0,0.0,,,,,2.0,16000.0,,38086160.02,,,783755340.3,
1091,60,BULB/LIGHT/LAMP,17,ELECTRICAL,884628,03-Nov-21,,,90311,90311,YTML-Stitching-YTM-07-UNIT 43 YTM 7 Bldg F-Third Floor-Sewing-General,,,1480.0,,,,,6.0,7447422001,7447422001,"SURFACE MOUNTED DOWN LIGHT 11W LED (MODEL #(PIERLITE COARTS SERIES) CLS-SMDL, 12W,6000K) (---) (L-F) (Fixed-Local)",NOS,8880.0,0.0,,,,,200.0,441580.0,,38086160.02,,,783755340.3,
1092,60,BULB/LIGHT/LAMP,17,ELECTRICAL,884628,03-Nov-21,,,90311,90311,YTML-Stitching-YTM-07-UNIT 43 YTM 7 Bldg F-Third Floor-Sewing-General,,,1170.0,,,,,150.0,6845422001,6845422001,"LIGHT TUBE ROD 18W, T8/2300LM (---) (L-F) (Fixed-Local)",NOS,175500.0,0.0,,,,,200.0,441580.0,,38086160.02,,,783755340.3,
1093,60,BULB/LIGHT/LAMP,17,ELECTRICAL,884628,03-Nov-21,,,90311,90311,YTML-Stitching-YTM-07-UNIT 43 YTM 7 Bldg F-Third Floor-Sewing-General,,,6000.0,,,,,10.0,6837522017,6837522017,LED/SMD FLOOD LIGHT 100WATT (OSAKA) (L-F) (Fixed-Local),NOS,60000.0,25.0,,,,,200.0,441580.0,,38086160.02,,,783755340.3,
1094,60,BULB/LIGHT/LAMP,17,ELECTRICAL,884628,03-Nov-21,,,90311,90311,YTML-Stitching-YTM-07-UNIT 43 YTM 7 Bldg F-Third Floor-Sewing-General,,,5800.0,,,,,34.0,6540722001,6540722001,LED PANEL LIGHT 2'X2' (---) (L-F) (Fixed-Local),NOS,197200.0,0.0,,,,,200.0,441580.0,,38086160.02,,,783755340.3,
1115,68,CABLE,13,COMPUTERS & ACCESSORIES,868308,31-Aug-21,,,90311,90311,YTML-Stitching-YTM-07-UNIT 43 YTM 7 Bldg F-Third Floor-Sewing-General,,,20.0,,,,,10520.0,1789922001,1789922001,CABLE (LAN CABLE) CAT-6E 3M (---) (L-F) (Fixed-Local),RFT,210400.0,0.0,,,,,10520.0,210400.0,,38086160.02,,,783755340.3,
1116,68,CABLE,13,COMPUTERS & ACCESSORIES,880435,16-Oct-21,,,90311,90311,YTML-Stitching-YTM-07-UNIT 43 YTM 7 Bldg F-Third Floor-Sewing-General,,,20000.0,,,,,2.0,23278,23278,NETWORK CABLE CAT-6 6E 3M (Consumable-Local),COL,40000.0,4.0,,,,,2.0,40000.0,,38086160.02,,,783755340.3,
1228,68,CABLE,17,ELECTRICAL,868308,31-Aug-21,,,90311,90311,YTML-Stitching-YTM-07-UNIT 43 YTM 7 Bldg F-Third Floor-Sewing-General,,,367.52,,,,,480.0,43998,43998,CABLE FLEXIBLE 16MM 4 CORE (Fixed-Local),RFT,176409.6,0.0,,,,,480.0,176409.6,,38086160.02,,,783755340.3,
1234,68,CABLE,17,ELECTRICAL,884628,03-Nov-21,,,90311,90311,YTML-Stitching-YTM-07-UNIT 43 YTM 7 Bldg F-Third Floor-Sewing-General,,,5960.0,,,,,220.0,6750422001,6750422001,"CABLE 95SQ.MM, 3 CORE, 11 KV, XLPE ARMOURED H.T. (---) (L-F) (Fixed-Local)",MTR,1311200.0,220.0,,,,,220.0,1311200.0,,38086160.02,,,783755340.3,
1639,105,CLIPPER,21,GENERAL MATERIAL,891223,27-Nov-21,,,90311,90311,YTML-Stitching-YTM-07-UNIT 43 YTM 7 Bldg F-Third Floor-Sewing-General,,,35.0,,,With out Replace,,70.0,22999,22999,"COLOR CLIPPER BLACK, BLUE, YELLOW, GREEN HIGH QUALITY (Consumable-Local)",PCS,2450.0,1284.0,,,,,70.0,2450.0,,38086160.02,,,783755340.3,
1764,150,DETECTOR,17,ELECTRICAL,887360,12-Nov-21,,,90311,90311,YTML-Stitching-YTM-07-UNIT 43 YTM 7 Bldg F-Third Floor-Sewing-General,,,492014.08,,,,,6.0,37883,37883,"NEEDLE DETECTOR OF MACHINE TOUCH SCREEN PANEL, ZYZ-600 CIII HEIGHT:150MM WIDTH: 600MM DETECTION SENSITIVITY :1.2 MM (AOLITE) (Fixed-Imported)",NOS,2952084.48,0.0,,,,,6.0,2952084.48,,38086160.02,,,783755340.3,
1785,151,DEVICE,17,ELECTRICAL,882850,26-Oct-21,,,90311,90311,YTML-Stitching-YTM-07-UNIT 43 YTM 7 Bldg F-Third Floor-Sewing-General,,,49602.89933,,,,,12.0,7063512022,7063512022,"DEVICE, MDK-61-2, ELASTIC METERING FOR SIRUBA 757K (RACING) (I-F) (Fixed-Imported)",SET,595234.792,8.0,,,,,12.0,595234.792,,38086160.02,,,783755340.3,
1786,151,DEVICE,17,ELECTRICAL,884628,03-Nov-21,,,90311,90311,YTML-Stitching-YTM-07-UNIT 43 YTM 7 Bldg F-Third Floor-Sewing-General,,,49602.89933,,,,,8.0,7063512022,7063512022,"DEVICE, MDK-61-2, ELASTIC METERING FOR SIRUBA 757K (RACING) (I-F) (Fixed-Imported)",SET,396823.1947,0.0,,,,,8.0,396823.1947,,38086160.02,,,783755340.3,
1798,156,DISC,16,TOOLS & INSTRUMENTS,884628,03-Nov-21,,,90311,90311,YTML-Stitching-YTM-07-UNIT 43 YTM 7 Bldg F-Third Floor-Sewing-General,,,125.0,,,,,200.0,6280622001,6280622001,CUTTING DISK 5''X1MM (---) (L-F) (Fixed-Local),NOS,25000.0,0.0,,,,,200.0,25000.0,,38086160.02,,,783755340.3,
1832,156,DISC,19,"HARDWARE MATERIAL, PIPE & FITTINGS",884628,03-Nov-21,,,90311,90311,YTML-Stitching-YTM-07-UNIT 43 YTM 7 Bldg F-Third Floor-Sewing-General,,,240.0,,,,,50.0,42661,42661,"CUTTING DISC 9"" X 3.2 MM S.S (DRONCO) (Fixed-Local)",NOS,12000.0,0.0,,,,,160.0,38400.0,,38086160.02,,,783755340.3,
1833,156,DISC,19,"HARDWARE MATERIAL, PIPE & FITTINGS",884628,03-Nov-21,,,90311,90311,YTML-Stitching-YTM-07-UNIT 43 YTM 7 Bldg F-Third Floor-Sewing-General,,,240.0,,,,,110.0,51692,51692,"CUTTING DISC 9""X1/8 HILTI (Fixed-Local)",NOS,26400.0,0.0,,,,,160.0,38400.0,,38086160.02,,,783755340.3,
