,ITEM_CTG_ID,ITEM_CTG_DESC,ITEM_GRP_ID,ITEM_GRP_DESC,GINNO,GINDATE,ENTITY,SEGMENT,COST_CENTER,C_CENTER_ID,C_CENTER_NAME,JOBNO,UNITNO,RATE,MACHINENO1,MARATE,REMARKS,CAPITAL,QUANTITY,ITEMNO,INVENTORY_ITEM_NO,INV_ITEM_DESCRIPTION,UOM_DESC,AMOUNT1,BAL1,MDESC1,LASTISSUE1,LASTISSUEDT,COSTCENTER,SUMQTY,SUMAMT,GAP,GAMOUNT,CODE1,CODE2,GQTY,PERIOD
535,42,BOBBIN,11,SPARE PARTS,890381,24-Nov-21,,,90198,90198,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-General-General,,,69.02082019,,,,,2.0,18878,18878,BOBIN CASE (B-1837-012-OAO)(JUKI)  (Consumable-Local),PCS,138.0416404,94.0,,,,,2.0,138.0416404,,38086160.02,,,783755340.3,
932,46,BOOT,11,SPARE PARTS,890381,24-Nov-21,,,90198,90198,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-General-General,,,60.0,,,,,9.0,18920,18920,BOOT (SINGLE NEEDLE) (Consumable-Local),PCS,540.0,145.0,,,,,12.0,1890.0,,38086160.02,,,783755340.3,
933,46,BOOT,11,SPARE PARTS,890381,24-Nov-21,,,90198,90198,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-General-General,,,450.0,,,,,3.0,40362,40362,BOOT PART # P502J-A (SIRUBA (Q) SAFETY MACHINE) (Consumable-Local),NOS,1350.0,32.0,,,,,12.0,1890.0,,38086160.02,,,783755340.3,
1944,189,FILE,20,STATIONARY,774135,05-Aug-20,,,90198,90198,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-General-General,,,72.0,,,,,4.0,16707,16707,FILE (RING FILE) (Consumable-Local),NOS,288.0,0.0,,,,,4.0,288.0,,38086160.02,,,783755340.3,
1967,189,FILE,20,STATIONARY,792278,23-Oct-20,,,90198,90198,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-General-General,,,88.2,,,,,4.0,22457,22457,BOX FILE KORONA (Consumable-Local),PCS,352.8,30.0,,,,,14.0,1072.8,,38086160.02,,,783755340.3,
1968,189,FILE,20,STATIONARY,792278,23-Oct-20,,,90198,90198,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-General-General,,,72.0,,,,,10.0,16707,16707,FILE (RING FILE) (Consumable-Local),NOS,720.0,77.0,,,,,14.0,1072.8,,38086160.02,,,783755340.3,
2057,189,FILE,20,STATIONARY,862319,04-Aug-21,,,90198,90198,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-General-General,,,75.0,,,,,5.0,16707,16707,FILE (RING FILE) (Consumable-Local),NOS,375.0,47.0,,,,,10.0,833.0857143,,38086160.02,,,783755340.3,
2058,189,FILE,20,STATIONARY,862319,04-Aug-21,,,90198,90198,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-General-General,,,91.61714286,,,,,5.0,22457,22457,BOX FILE KORONA (Consumable-Local),PCS,458.0857143,8.0,,,,,10.0,833.0857143,,38086160.02,,,783755340.3,
2081,189,FILE,20,STATIONARY,873762,20-Sep-21,,,90198,90198,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-General-General,,,99.0,,,,,4.0,22457,22457,BOX FILE KORONA (Consumable-Local),PCS,396.0,106.0,,,,,12.0,996.0,,38086160.02,,,783755340.3,
2082,189,FILE,20,STATIONARY,873762,20-Sep-21,,,90198,90198,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-General-General,,,75.0,,,,,8.0,16707,16707,FILE (RING FILE) (Consumable-Local),NOS,600.0,177.0,,,,,12.0,996.0,,38086160.02,,,783755340.3,
2471,206,GENERAL,21,GENERAL MATERIAL,756302,13-May-20,,,90198,90198,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-General-General,,,13.0,,,,,60.0,19312,19312,DELUX CHEMICAL (FOR WASHING) (Consumable-Local),BOT,780.0,144.0,,,,,60.0,780.0,,38086160.02,,,783755340.3,
2504,206,GENERAL,21,GENERAL MATERIAL,774135,05-Aug-20,,,90198,90198,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-General-General,,,27.5,,,,,3.0,19383,19383,ERASER AL-30(PELIKEN) (I NO.2161) (Consumable-Local),PCS,82.5,10.0,,,,,4.0,252.5,,38086160.02,,,783755340.3,
2505,206,GENERAL,21,GENERAL MATERIAL,774135,05-Aug-20,,,90198,90198,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-General-General,,,170.0,,,,,1.0,19671,19671,GUM STICK UHU LARGE (Consumable-Local),PCS,170.0,6.0,,,,,4.0,252.5,,38086160.02,,,783755340.3,
2508,206,GENERAL,21,GENERAL MATERIAL,774142,05-Aug-20,,,90198,90198,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-General-General,,,27.5,,,,,2.0,19383,19383,ERASER AL-30(PELIKEN) (I NO.2161) (Consumable-Local),PCS,55.0,10.0,,,,,2.0,55.0,,38086160.02,,,783755340.3,
2572,206,GENERAL,21,GENERAL MATERIAL,792278,23-Oct-20,,,90198,90198,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-General-General,,,350.0,,,,,1.0,19771,19771,INSECT KILLER FINIS (MORTIEN) (Consumable-Local),PCS,350.0,19.0,,,,,6.0,394.0,,38086160.02,,,783755340.3,
2573,206,GENERAL,21,GENERAL MATERIAL,792278,23-Oct-20,,,90198,90198,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-General-General,,,8.8,,,,,5.0,21287,21287,THUMB PIN (I NO.2219) (Consumable-Local),PKT,44.0,71.0,,,,,6.0,394.0,,38086160.02,,,783755340.3,
2607,206,GENERAL,21,GENERAL MATERIAL,802328,01-Dec-20,,,90198,90198,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-General-General,,,8.8,,,,,1.0,21287,21287,THUMB PIN (I NO.2219) (Consumable-Local),PKT,8.8,36.0,,,,,2.0,358.8,,38086160.02,,,783755340.3,
2608,206,GENERAL,21,GENERAL MATERIAL,802328,01-Dec-20,,,90198,90198,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-General-General,,,350.0,,,,,1.0,19771,19771,INSECT KILLER FINIS (MORTIEN) (Consumable-Local),PCS,350.0,5.0,,,,,2.0,358.8,,38086160.02,,,783755340.3,
2756,206,GENERAL,21,GENERAL MATERIAL,862319,04-Aug-21,,,90198,90198,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-General-General,,,33.0,,,,,2.0,19383,19383,ERASER AL-30(PELIKEN) (I NO.2161) (Consumable-Local),PCS,66.0,21.0,,,,,2.0,66.0,,38086160.02,,,783755340.3,
2809,206,GENERAL,21,GENERAL MATERIAL,873762,20-Sep-21,,,90198,90198,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-General-General,,,33.0,,,,,3.0,19383,19383,ERASER AL-30(PELIKEN) (I NO.2161) (Consumable-Local),PCS,99.0,87.0,,,,,3.0,99.0,,38086160.02,,,783755340.3,
3302,232,HOOK,11,SPARE PARTS,890381,24-Nov-21,,,90198,90198,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-General-General,,,3200.0,,,single needle,,4.0,45069,45069,HOOK KOBAN KHS 12 SPD2 (Consumable-Local),NOS,12800.0,80.0,,,,,4.0,12800.0,,38086160.02,,,783755340.3,
3362,246,INK,20,STATIONARY,774135,05-Aug-20,,,90198,90198,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-General-General,,,30.0,,,,,2.0,8118,8118,MARKER INK BLACK DOLLAR (Consumable-Local),NOS,60.0,0.0,,,,,2.0,60.0,,38086160.02,,,783755340.3,
3411,246,INK,20,STATIONARY,873762,20-Sep-21,,,90198,90198,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-General-General,,,36.5,,,,,3.0,8118,8118,MARKER INK BLACK DOLLAR (Consumable-Local),NOS,109.5,57.0,,,,,3.0,109.5,,38086160.02,,,783755340.3,
