,ITEM_CTG_ID,ITEM_CTG_DESC,ITEM_GRP_ID,ITEM_GRP_DESC,GINNO,GINDATE,ENTITY,SEGMENT,COST_CENTER,C_CENTER_ID,C_CENTER_NAME,JOBNO,UNITNO,RATE,MACHINENO1,MARATE,REMARKS,CAPITAL,QUANTITY,ITEMNO,INVENTORY_ITEM_NO,INV_ITEM_DESCRIPTION,UOM_DESC,AMOUNT1,BAL1,MDESC1,LASTISSUE1,LASTISSUEDT,COSTCENTER,SUMQTY,SUMAMT,GAP,GAMOUNT,CODE1,CODE2,GQTY,PERIOD
38,9,ANGLE,19,"HARDWARE MATERIAL, PIPE & FITTINGS",836216,14-Apr-21,,,90230,90230,YTML-Stitching-YTM-07- Bldg B-General-General,,,162.0,,,,,340.0,7003821001,7003821001,"MS ANGLE IRON 2X2X1/4"" (---) (L-C) (Consumable-Local)",RFT,55080.0,0.0,,,,,340.0,55080.0,,38086160.02,,,783755340.3,
128,25,BASE,17,ELECTRICAL,863648,09-Aug-21,,,90230,90230,YTML-Stitching-YTM-07- Bldg B-General-General,,,910.0,,,,,1.0,17805,17805,BASE (RELAY BASE 14-PIN FINDER) (Consumable-Local),NOS,910.0,23.0,,,,,1.0,910.0,,38086160.02,,,783755340.3,
147,30,BELL,17,ELECTRICAL,879406,13-Oct-21,,,90230,90230,YTML-Stitching-YTM-07- Bldg B-General-General,,,2035.0,,,,,4.0,43897,43897,"ALARAM BELL 12"" 220 V (Consumable-Local)",NOS,8140.0,8.0,,,,,4.0,8140.0,,38086160.02,,,783755340.3,
222,32,BELT,18,MECHANICAL,883809,29-Oct-21,,,90230,90230,YTML-Stitching-YTM-07- Bldg B-General-General,,,150.0,,,,,1.0,15678,15678,V-BELT A-50 (Consumable-Local),NOS,150.0,35.0,,,,,1.0,150.0,,38086160.02,,,783755340.3,
225,33,BEND,17,ELECTRICAL,879406,13-Oct-21,,,90230,90230,YTML-Stitching-YTM-07- Bldg B-General-General,,,12.0,,,,,30.0,8523,8523,"MS CONDUTE BEND 3/4"" (Consumable-Local)",NOS,360.0,40.0,,,,,30.0,360.0,,38086160.02,,,783755340.3,
574,45,BOLT/NUT,19,"HARDWARE MATERIAL, PIPE & FITTINGS",836216,14-Apr-21,,,90230,90230,YTML-Stitching-YTM-07- Bldg B-General-General,,,42.0,,,,,200.0,1459,1459,BOLT/NUT 16X75 MM WITH WASHER (GI) (Consumable-Local),NOS,8400.0,0.0,,,,,1400.0,34600.0,,38086160.02,,,783755340.3,
575,45,BOLT/NUT,19,"HARDWARE MATERIAL, PIPE & FITTINGS",836216,14-Apr-21,,,90230,90230,YTML-Stitching-YTM-07- Bldg B-General-General,,,36.0,,,,,200.0,31523,31523,BOLT/NUT 16X75 MM WITH WASHER (MS) (Consumable-Local),NOS,7200.0,0.0,,,,,1400.0,34600.0,,38086160.02,,,783755340.3,
576,45,BOLT/NUT,19,"HARDWARE MATERIAL, PIPE & FITTINGS",836216,14-Apr-21,,,90230,90230,YTML-Stitching-YTM-07- Bldg B-General-General,,,19.0,,,,,1000.0,1445,1445,BOLT/NUT 12X75 MM (MS) (Consumable-Local),NOS,19000.0,0.0,,,,,1400.0,34600.0,,38086160.02,,,783755340.3,
577,45,BOLT/NUT,19,"HARDWARE MATERIAL, PIPE & FITTINGS",839390,26-Apr-21,,,90230,90230,YTML-Stitching-YTM-07- Bldg B-General-General,,,30.0,,,,,260.0,50092,50092,ANCHOR BOLT 12 X 100 (Consumable-Local),NOS,7800.0,0.0,,,,,260.0,7800.0,,38086160.02,,,783755340.3,
943,49,BOX,17,ELECTRICAL,868324,30-Aug-21,,,90230,90230,YTML-Stitching-YTM-07- Bldg B-General-General,,,155.0,,,,,10.0,16989,16989,"BOX(PVC)(BACK BOXF/CLIPSAL SWITCH)3X3"" (Consumable-Local)",NOS,1550.0,170.0,,,,,10.0,1550.0,,38086160.02,,,783755340.3,
951,53,BREAKER,11,SPARE PARTS,839393,26-Apr-21,,,90230,90230,YTML-Stitching-YTM-07- Bldg B-General-General,,,1450.0,,,,,4.0,53489,53489,MINIATURE CIRCUIT BRACKER 02 POLE 6 AMP TERASAKI. (Consumable-Local),NOS,5800.0,0.0,,,,,4.0,5800.0,,38086160.02,,,783755340.3,
1114,68,CABLE,13,COMPUTERS & ACCESSORIES,863648,09-Aug-21,,,90230,90230,YTML-Stitching-YTM-07- Bldg B-General-General,,,20000.0,,,,,1.0,23278,23278,NETWORK CABLE CAT-6 6E 3M (Consumable-Local),COL,20000.0,8.0,,,,,1.0,20000.0,,38086160.02,,,783755340.3,
1324,91,CHANNEL,17,ELECTRICAL,863648,09-Aug-21,,,90230,90230,YTML-Stitching-YTM-07- Bldg B-General-General,,,38.0,,,,,100.0,2725,2725,"CHANNEL (CHANNEL PATTI DUCT) 1"" PVC 1"" (PVC) (Consumable-Local)",REF,3800.0,200.0,,,,,100.0,3800.0,,38086160.02,,,783755340.3,
1325,91,CHANNEL,17,ELECTRICAL,868324,30-Aug-21,,,90230,90230,YTML-Stitching-YTM-07- Bldg B-General-General,,,38.0,,,,,100.0,2725,2725,"CHANNEL (CHANNEL PATTI DUCT) 1"" PVC 1"" (PVC) (Consumable-Local)",REF,3800.0,1100.0,,,,,100.0,3800.0,,38086160.02,,,783755340.3,
1328,91,CHANNEL,18,MECHANICAL,839390,26-Apr-21,,,90230,90230,YTML-Stitching-YTM-07- Bldg B-General-General,,,428.0,,,,,200.0,7073821001,7073821001,"MS CHANNEL 4X2X1/4"" (---) (L-C) (Consumable-Local)",RFT,85600.0,0.0,,,,,200.0,85600.0,,38086160.02,,,783755340.3,
1329,91,CHANNEL,19,"HARDWARE MATERIAL, PIPE & FITTINGS",836216,14-Apr-21,,,90230,90230,YTML-Stitching-YTM-07- Bldg B-General-General,,,375.0,,,,,120.0,24806,24806,"MS CHANNEL 2"" X 4"" X 2"" X 5MM (Consumable-Local)",RFT,45000.0,0.0,,,,,120.0,45000.0,,38086160.02,,,783755340.3,
1672,122,CONNECTOR,17,ELECTRICAL,879406,13-Oct-21,,,90230,90230,YTML-Stitching-YTM-07- Bldg B-General-General,,,80.0,,,,,20.0,3322,3322,CONNECTOR STRIP 30 AMP (PVC) (Consumable-Local),NOS,1600.0,40.0,,,,,20.0,1600.0,,38086160.02,,,783755340.3,
1752,146,CUTTER,16,TOOLS & INSTRUMENTS,824288,26-Feb-21,,,90230,90230,YTML-Stitching-YTM-07- Bldg B-General-General,,,7429.0,,,,,1.0,5599921001,5599921001,MINI HAND DRILL 12V DC MODEL # PT-1201F (---) (Consumable-Local),NOS,7429.0,1.0,,,,,1.0,7429.0,,38086160.02,,,783755340.3,
1818,156,DISC,19,"HARDWARE MATERIAL, PIPE & FITTINGS",833682,02-Apr-21,,,90230,90230,YTML-Stitching-YTM-07- Bldg B-General-General,,,415.0,,,,,5.0,3767,3767,"CUTTING DISC 14"" (Consumable-Local)",NOS,2075.0,4.0,,,,,5.0,2075.0,,38086160.02,,,783755340.3,
1827,156,DISC,19,"HARDWARE MATERIAL, PIPE & FITTINGS",860446,28-Jul-21,,,90230,90230,YTML-Stitching-YTM-07- Bldg B-General-General,,,108.0,,,,,50.0,35187,35187,"CUTTING DISK (M.S), 4""-1MM (RHODIUS) (Consumable-Local)",NOS,5400.0,0.0,,,,,50.0,5400.0,,38086160.02,,,783755340.3,
1876,173,ELBOW,19,"HARDWARE MATERIAL, PIPE & FITTINGS",836216,14-Apr-21,,,90230,90230,YTML-Stitching-YTM-07- Bldg B-General-General,,,60.0,,,,,28.0,2706021001,2706021001,"ELBOW 1"" (MS) WELDED SCH-40 (---) (L-C) (Consumable-Local)",NOS,1680.0,0.0,,,,,234.0,27660.0,,38086160.02,,,783755340.3,
1877,173,ELBOW,19,"HARDWARE MATERIAL, PIPE & FITTINGS",836216,14-Apr-21,,,90230,90230,YTML-Stitching-YTM-07- Bldg B-General-General,,,390.0,,,,,36.0,4695421001,4695421001,"MS ELBOW 2-1/2"" 90 DEGREE SEAM LESS SCH-40 (---) (L-C) (Consumable-Local)",NOS,14040.0,0.0,,,,,234.0,27660.0,,38086160.02,,,783755340.3,
1878,173,ELBOW,19,"HARDWARE MATERIAL, PIPE & FITTINGS",836216,14-Apr-21,,,90230,90230,YTML-Stitching-YTM-07- Bldg B-General-General,,,175.0,,,,,40.0,31929,31929,"ELBOW 2"" (MS) SCH-40 (WELDED) (Consumable-Local)",NOS,7000.0,2.0,,,,,234.0,27660.0,,38086160.02,,,783755340.3,
1879,173,ELBOW,19,"HARDWARE MATERIAL, PIPE & FITTINGS",836216,14-Apr-21,,,90230,90230,YTML-Stitching-YTM-07- Bldg B-General-General,,,38.0,,,,,130.0,24844,24844,"MS ELBOW 1/2"" (WELDED) (Consumable-Local)",NOS,4940.0,0.0,,,,,234.0,27660.0,,38086160.02,,,783755340.3,
1903,174,ELECTRODE,19,"HARDWARE MATERIAL, PIPE & FITTINGS",860446,28-Jul-21,,,90230,90230,YTML-Stitching-YTM-07- Bldg B-General-General,,,260.0,,,,,10.0,17614,17614,ELECTRODE MS. 6013 #.12 (Consumable-Local),KGS,2600.0,0.0,,,,,10.0,2600.0,,38086160.02,,,783755340.3,
1905,174,ELECTRODE,19,"HARDWARE MATERIAL, PIPE & FITTINGS",877264,05-Oct-21,,,90230,90230,YTML-Stitching-YTM-07- Bldg B-General-General,,,260.0,,,,,10.0,17614,17614,ELECTRODE MS. 6013 #.12 (Consumable-Local),KGS,2600.0,0.0,,,,,10.0,2600.0,,38086160.02,,,783755340.3,
1983,189,FILE,20,STATIONARY,796365,09-Nov-20,,,90230,90230,YTML-Stitching-YTM-07- Bldg B-General-General,,,72.0,,,,,3.0,16707,16707,FILE (RING FILE) (Consumable-Local),NOS,216.0,31.0,,,,,5.0,360.0,,38086160.02,,,783755340.3,
1984,189,FILE,20,STATIONARY,796365,09-Nov-20,,,90230,90230,YTML-Stitching-YTM-07- Bldg B-General-General,,,72.0,,,,,2.0,5005,5005,FIBRE PAPER CLIP FILE (Consumable-Local),NOS,144.0,15.0,,,,,5.0,360.0,,38086160.02,,,783755340.3,
2128,193,FITTING,18,MECHANICAL,868324,30-Aug-21,,,90230,90230,YTML-Stitching-YTM-07- Bldg B-General-General,,,441.0,,,,,2.0,7745121001,7745121001,PNEUMATIC SOCKET 14X8MM (---) (L-C) (Consumable-Local),NOS,882.0,38.0,,,,,2.0,882.0,,38086160.02,,,783755340.3,
