,ITEM_CTG_ID,ITEM_CTG_DESC,ITEM_GRP_ID,ITEM_GRP_DESC,GINNO,GINDATE,ENTITY,SEGMENT,COST_CENTER,C_CENTER_ID,C_CENTER_NAME,JOBNO,UNITNO,RATE,MACHINENO1,MARATE,REMARKS,CAPITAL,QUANTITY,ITEMNO,INVENTORY_ITEM_NO,INV_ITEM_DESCRIPTION,UOM_DESC,AMOUNT1,BAL1,MDESC1,LASTISSUE1,LASTISSUEDT,COSTCENTER,SUMQTY,SUMAMT,GAP,GAMOUNT,CODE1,CODE2,GQTY,PERIOD
77,23,BAR,11,SPARE PARTS,800005,23-Nov-20,,,90191,90191,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-Manual,,,100.0,,,,,2.0,20063,20063,NEEDLE BAR (110-35003) (JUKI) (Consumable-Local),PCS,200.0,15.0,,,,,2.0,200.0,,38086160.02,,,783755340.3,
377,42,BOBBIN,11,SPARE PARTS,799875,21-Nov-20,,,90191,90191,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-Manual,,,58.8,,,,,6.0,18878,18878,BOBIN CASE (B-1837-012-OAO)(JUKI)  (Consumable-Local),PCS,352.8,131.0,,,,,16.0,412.8,,38086160.02,,,783755340.3,
378,42,BOBBIN,11,SPARE PARTS,799875,21-Nov-20,,,90191,90191,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-Manual,,,6.0,,,,,10.0,18873,18873,BOBIN (JUKI) (Consumable-Local),PCS,60.0,39.0,,,,,16.0,412.8,,38086160.02,,,783755340.3,
380,42,BOBBIN,11,SPARE PARTS,800005,23-Nov-20,,,90191,90191,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-Manual,,,58.8,,,,,6.0,18878,18878,BOBIN CASE (B-1837-012-OAO)(JUKI)  (Consumable-Local),PCS,352.8,125.0,,,,,6.0,352.8,,38086160.02,,,783755340.3,
720,46,BOOT,11,SPARE PARTS,799875,21-Nov-20,,,90191,90191,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-Manual,,,3.0,,,,,30.0,18960,18960,BOOT SCREW LARGE (JUKI) (Consumable-Local),PCS,90.0,183.0,,,,,35.0,315.0,,38086160.02,,,783755340.3,
721,46,BOOT,11,SPARE PARTS,799875,21-Nov-20,,,90191,90191,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-Manual,,,45.0,,,,,5.0,18920,18920,BOOT (SINGLE NEEDLE) (Consumable-Local),PCS,225.0,151.0,,,,,35.0,315.0,,38086160.02,,,783755340.3,
723,46,BOOT,11,SPARE PARTS,800005,23-Nov-20,,,90191,90191,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-Manual,,,45.0,,,,,5.0,18920,18920,BOOT (SINGLE NEEDLE) (Consumable-Local),PCS,225.0,146.0,,,,,55.0,375.0,,38086160.02,,,783755340.3,
724,46,BOOT,11,SPARE PARTS,800005,23-Nov-20,,,90191,90191,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-Manual,,,3.0,,,,,50.0,18960,18960,BOOT SCREW LARGE (JUKI) (Consumable-Local),PCS,150.0,133.0,,,,,55.0,375.0,,38086160.02,,,783755340.3,
886,46,BOOT,11,SPARE PARTS,874981,28-Sep-21,,,90191,90191,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-Manual,,,38.73040752,,,,,7.0,18920,18920,BOOT (SINGLE NEEDLE) (Consumable-Local),PCS,271.1128527,24.0,,,,,7.0,271.1128527,,38086160.02,,,783755340.3,
1341,101,CLAMP,11,SPARE PARTS,874981,28-Sep-21,,,90191,90191,YTML-Stitching-YTM-07-UNIT 24 YTM 7 Bldg A-Second Floor-Sewing-Manual,,,175.0,,,,,2.0,40397,40397,NEEDLE CLAMP P # KS242 (SIRUBA) (Consumable-Local),NOS,350.0,45.0,,,,,2.0,350.0,,38086160.02,,,783755340.3,
