,ITEM_CTG_ID,ITEM_CTG_DESC,ITEM_GRP_ID,ITEM_GRP_DESC,GINNO,GINDATE,ENTITY,SEGMENT,COST_CENTER,C_CENTER_ID,C_CENTER_NAME,JOBNO,UNITNO,RATE,MACHINENO1,MARATE,REMARKS,CAPITAL,QUANTITY,ITEMNO,INVENTORY_ITEM_NO,INV_ITEM_DESCRIPTION,UOM_DESC,AMOUNT1,BAL1,MDESC1,LASTISSUE1,LASTISSUEDT,COSTCENTER,SUMQTY,SUMAMT,GAP,GAMOUNT,CODE1,CODE2,GQTY,PERIOD
64,23,BAR,11,SPARE PARTS,786454,29-Sep-20,,,90178,90178,YTML-Stitching-YTM-07 - Stitching-QUILTING-General,,,100.0,,,,,5.0,20063,20063,NEEDLE BAR (110-35003) (JUKI) (Consumable-Local),PCS,500.0,38.0,,,,,5.0,500.0,,38086160.02,,,783755340.3,
65,23,BAR,11,SPARE PARTS,786872,01-Oct-20,,,90178,90178,YTML-Stitching-YTM-07 - Stitching-QUILTING-General,,,160.0,,,,,4.0,20078,20078,NEEDLE BAR BUSH DELTA (COMFORTER (Consumable-Local),PCS,640.0,8.0,,,,,4.0,640.0,,38086160.02,,,783755340.3,
68,23,BAR,11,SPARE PARTS,788282,07-Oct-20,,,90178,90178,YTML-Stitching-YTM-07 - Stitching-QUILTING-General,,,160.0,,,,,4.0,20078,20078,NEEDLE BAR BUSH DELTA (COMFORTER (Consumable-Local),PCS,640.0,4.0,,,,,4.0,640.0,,38086160.02,,,783755340.3,
72,23,BAR,11,SPARE PARTS,793297,27-Oct-20,,,90178,90178,YTML-Stitching-YTM-07 - Stitching-QUILTING-General,,,160.0,,,,,2.0,20078,20078,NEEDLE BAR BUSH DELTA (COMFORTER (Consumable-Local),PCS,320.0,0.0,,,,,2.0,320.0,,38086160.02,,,783755340.3,
78,23,BAR,11,SPARE PARTS,805086,11-Dec-20,,,90178,90178,YTML-Stitching-YTM-07 - Stitching-QUILTING-General,,,100.0,,,,,2.0,20063,20063,NEEDLE BAR (110-35003) (JUKI) (Consumable-Local),PCS,200.0,6.0,,,,,2.0,200.0,,38086160.02,,,783755340.3,
162,32,BELT,11,SPARE PARTS,751619,06-Apr-20,,,90178,90178,YTML-Stitching-YTM-07 - Stitching-QUILTING-General,,,650.0,,,,,2.0,21302,21302,TIMING BELT (HTD 600 5M) (DELTA MAC (Consumable-Local),PCS,1300.0,2.0,,,,,2.0,1300.0,,38086160.02,,,783755340.3,
309,42,BOBBIN,11,SPARE PARTS,747346,04-Mar-20,,,90178,90178,YTML-Stitching-YTM-07 - Stitching-QUILTING-General,,,65.0,,,,,2.0,18878,18878,BOBIN CASE (B-1837-012-OAO)(JUKI)  (Consumable-Local),PCS,130.0,90.0,,,,,2.0,130.0,,38086160.02,,,783755340.3,
360,42,BOBBIN,11,SPARE PARTS,786872,01-Oct-20,,,90178,90178,YTML-Stitching-YTM-07 - Stitching-QUILTING-General,,,395.0,,,,,4.0,18882,18882,BOBIN CASE (DELTA) (Consumable-Local),PCS,1580.0,10.0,,,,,4.0,1580.0,,38086160.02,,,783755340.3,
366,42,BOBBIN,11,SPARE PARTS,793297,27-Oct-20,,,90178,90178,YTML-Stitching-YTM-07 - Stitching-QUILTING-General,,,22.0,,,,,20.0,18872,18872,BOBIN (DELTA) (Consumable-Local),PCS,440.0,46.0,,,,,20.0,440.0,,38086160.02,,,783755340.3,
684,46,BOOT,11,SPARE PARTS,786454,29-Sep-20,,,90178,90178,YTML-Stitching-YTM-07 - Stitching-QUILTING-General,,,3.0,,,,,20.0,18960,18960,BOOT SCREW LARGE (JUKI) (Consumable-Local),PCS,60.0,553.0,,,,,25.0,2310.0,,38086160.02,,,783755340.3,
685,46,BOOT,11,SPARE PARTS,786454,29-Sep-20,,,90178,90178,YTML-Stitching-YTM-07 - Stitching-QUILTING-General,,,450.0,,,,,5.0,40362,40362,BOOT PART # P502J-A (SIRUBA (Q) SAFETY MACHINE) (Consumable-Local),NOS,2250.0,20.0,,,,,25.0,2310.0,,38086160.02,,,783755340.3,
687,46,BOOT,11,SPARE PARTS,786872,01-Oct-20,,,90178,90178,YTML-Stitching-YTM-07 - Stitching-QUILTING-General,,,3.0,,,,,20.0,18960,18960,BOOT SCREW LARGE (JUKI) (Consumable-Local),PCS,60.0,503.0,,,,,20.0,60.0,,38086160.02,,,783755340.3,
692,46,BOOT,11,SPARE PARTS,788282,07-Oct-20,,,90178,90178,YTML-Stitching-YTM-07 - Stitching-QUILTING-General,,,640.0,,,,,6.0,18913,18913,BOOT (DELTA MACHINE) (Consumable-Local),PCS,3840.0,18.0,,,,,16.0,3870.0,,38086160.02,,,783755340.3,
693,46,BOOT,11,SPARE PARTS,788282,07-Oct-20,,,90178,90178,YTML-Stitching-YTM-07 - Stitching-QUILTING-General,,,3.0,,,,,10.0,18960,18960,BOOT SCREW LARGE (JUKI) (Consumable-Local),PCS,30.0,403.0,,,,,16.0,3870.0,,38086160.02,,,783755340.3,
706,46,BOOT,11,SPARE PARTS,793297,27-Oct-20,,,90178,90178,YTML-Stitching-YTM-07 - Stitching-QUILTING-General,,,640.0,,,,,2.0,18913,18913,BOOT (DELTA MACHINE) (Consumable-Local),PCS,1280.0,16.0,,,,,2.0,1280.0,,38086160.02,,,783755340.3,
