,ITEM_CTG_ID,ITEM_CTG_DESC,ITEM_GRP_ID,ITEM_GRP_DESC,GINNO,GINDATE,ENTITY,SEGMENT,COST_CENTER,C_CENTER_ID,C_CENTER_NAME,JOBNO,UNITNO,RATE,MACHINENO1,MARATE,REMARKS,CAPITAL,QUANTITY,ITEMNO,INVENTORY_ITEM_NO,INV_ITEM_DESCRIPTION,UOM_DESC,AMOUNT1,BAL1,MDESC1,LASTISSUE1,LASTISSUEDT,COSTCENTER,SUMQTY,SUMAMT,GAP,GAMOUNT,CODE1,CODE2,GQTY,PERIOD
40,9,ANGLE,19,"HARDWARE MATERIAL, PIPE & FITTINGS",874095,21-Sep-21,,,90308,90308,YTML-Stitching-YTM-07-UNIT 40 YTM 7 Bldg F-Ground Floor-Sewing-General,,,185.0,,,,,100.0,5701322001,5701322001,"MS ANGLE 2""X2""X1/4"" (---) (L-F) (Fixed-Local)",RFT,18500.0,0.0,,,,,100.0,18500.0,,38086160.02,,,783755340.3,
45,9,ANGLE,19,"HARDWARE MATERIAL, PIPE & FITTINGS",886395,09-Nov-21,,,90308,90308,YTML-Stitching-YTM-07-UNIT 40 YTM 7 Bldg F-Ground Floor-Sewing-General,,,235.0,,,,,500.0,6789622001,6789622001,"ANGLE MS 2""X2"" 6MM . (---) (L-F) (Fixed-Local)",RFT,117500.0,0.0,,,,,500.0,117500.0,,38086160.02,,,783755340.3,
557,45,BOLT/NUT,18,MECHANICAL,874095,21-Sep-21,,,90308,90308,YTML-Stitching-YTM-07-UNIT 40 YTM 7 Bldg F-Ground Floor-Sewing-General,,,21.42795233,,,,,30.0,6421122001,6421122001,MS RAWAL BOLT 10X75MM (---) (L-F) (Fixed-Local),NOS,642.8385699,396.0,,,,,830.0,27042.83857,,38086160.02,,,783755340.3,
558,45,BOLT/NUT,18,MECHANICAL,874095,21-Sep-21,,,90308,90308,YTML-Stitching-YTM-07-UNIT 40 YTM 7 Bldg F-Ground Floor-Sewing-General,,,33.0,,,,,800.0,6429322001,6429322001,ANCHOR BOLT SIZE: 12X100MM (---) (L-F) (Fixed-Local),NOS,26400.0,0.0,,,,,830.0,27042.83857,,38086160.02,,,783755340.3,
1096,60,BULB/LIGHT/LAMP,17,ELECTRICAL,886395,09-Nov-21,,,90308,90308,YTML-Stitching-YTM-07-UNIT 40 YTM 7 Bldg F-Ground Floor-Sewing-General,,,6000.0,,,,,20.0,6837522017,6837522017,LED/SMD FLOOD LIGHT 100WATT (OSAKA) (L-F) (Fixed-Local),NOS,120000.0,0.0,,,,,20.0,120000.0,,38086160.02,,,783755340.3,
1097,64,BUSH,18,MECHANICAL,874095,21-Sep-21,,,90308,90308,YTML-Stitching-YTM-07-UNIT 40 YTM 7 Bldg F-Ground Floor-Sewing-General,,,250.0,,,,,2.0,6787422001,6787422001,"MS REDUCER BUSH 2""X 1-1/2"", THREADED, SCH-40 (---) (L-F) (Fixed-Local)",NOS,500.0,0.0,,,,,2.0,500.0,,38086160.02,,,783755340.3,
1244,76,CAP,19,"HARDWARE MATERIAL, PIPE & FITTINGS",874095,21-Sep-21,,,90308,90308,YTML-Stitching-YTM-07-UNIT 40 YTM 7 Bldg F-Ground Floor-Sewing-General,,,1300.0,,,,,2.0,42600,42600,"END CAP 8"" (MS) (Fixed-Local)",NOS,2600.0,0.0,,,,,4.0,5200.0,,38086160.02,,,783755340.3,
1245,76,CAP,19,"HARDWARE MATERIAL, PIPE & FITTINGS",874095,21-Sep-21,,,90308,90308,YTML-Stitching-YTM-07-UNIT 40 YTM 7 Bldg F-Ground Floor-Sewing-General,,,1300.0,,,,,2.0,26850,26850,"END CAP 3"" (SS) SCH-40 304 (Fixed-Local)",NOS,2600.0,0.0,,,,,4.0,5200.0,,38086160.02,,,783755340.3,
1353,101,CLAMP,19,"HARDWARE MATERIAL, PIPE & FITTINGS",874095,21-Sep-21,,,90308,90308,YTML-Stitching-YTM-07-UNIT 40 YTM 7 Bldg F-Ground Floor-Sewing-General,,,18.0,,,,,10.0,5701422001,5701422001,"U-CLAMP 1/2"" (---) (L-F) (Fixed-Local)",NOS,180.0,0.0,,,,,410.0,13472.0,,38086160.02,,,783755340.3,
1354,101,CLAMP,19,"HARDWARE MATERIAL, PIPE & FITTINGS",874095,21-Sep-21,,,90308,90308,YTML-Stitching-YTM-07-UNIT 40 YTM 7 Bldg F-Ground Floor-Sewing-General,,,32.0,,,,,356.0,32364,32364,"U-CLAMP 1-1/2"" (GALVANIZED) (Fixed-Local)",NOS,11392.0,0.0,,,,,410.0,13472.0,,38086160.02,,,783755340.3,
