,ITEM_CTG_ID,ITEM_CTG_DESC,ITEM_GRP_ID,ITEM_GRP_DESC,GINNO,GINDATE,ENTITY,SEGMENT,COST_CENTER,C_CENTER_ID,C_CENTER_NAME,JOBNO,UNITNO,RATE,MACHINENO1,MARATE,REMARKS,CAPITAL,QUANTITY,ITEMNO,INVENTORY_ITEM_NO,INV_ITEM_DESCRIPTION,UOM_DESC,AMOUNT1,BAL1,MDESC1,LASTISSUE1,LASTISSUEDT,COSTCENTER,SUMQTY,SUMAMT,GAP,GAMOUNT,CODE1,CODE2,GQTY,PERIOD
980,57,BROOM,21,GENERAL MATERIAL,775609,12-Aug-20,,,90180,90180,YTML-Stitching-YTM-07-General-General-Cleaning,,,59.15,,,,,12.0,6364,6364,HARD BROOM (Consumable-Local),NOS,709.8,0.0,,,,,42.0,2757.3,,38086160.02,,,783755340.3,
981,57,BROOM,21,GENERAL MATERIAL,775609,12-Aug-20,,,90180,90180,YTML-Stitching-YTM-07-General-General-Cleaning,,,68.25,,,,,30.0,13391,13391,SOFT BROOM (Consumable-Local),NOS,2047.5,0.0,,,,,42.0,2757.3,,38086160.02,,,783755340.3,
1029,58,BRUSH,21,GENERAL MATERIAL,775609,12-Aug-20,,,90180,90180,YTML-Stitching-YTM-07-General-General-Cleaning,,,44.0,,,,,6.0,36743,36743,"TOILET BRUSH (PLASTIC) LENGTH 15"" (Consumable-Local)",NOS,264.0,0.0,,,,,12.0,1014.0,,38086160.02,,,783755340.3,
1030,58,BRUSH,21,GENERAL MATERIAL,775609,12-Aug-20,,,90180,90180,YTML-Stitching-YTM-07-General-General-Cleaning,,,125.0,,,,,6.0,1775,1775,"BRUSH F/CLEANING 18""W/LONG HANDLE COCONU (Consumable-Local)",NOS,750.0,0.0,,,,,12.0,1014.0,,38086160.02,,,783755340.3,
1681,125,CONTROLLER,21,GENERAL MATERIAL,775609,12-Aug-20,,,90180,90180,YTML-Stitching-YTM-07-General-General-Cleaning,,,236.6,,,,,15.0,3436,3436,CONTROLLER (DUST CONTROL) DRY MOP (Consumable-Local),NOS,3549.0,0.0,,,,,15.0,3549.0,,38086160.02,,,783755340.3,
3429,252,JANITORIAL/HOUSEHOLD,21,GENERAL MATERIAL,738646,27-Jan-20,,,90180,90180,YTML-Stitching-YTM-07-General-General-Cleaning,,,92.0,,,,,30.0,34578,34578,WASHING POWDER VIM 900 GRAMS/PKT (Consumable-Local),PKT,2760.0,0.0,,,,,30.0,2760.0,,38086160.02,,,783755340.3,
3458,252,JANITORIAL/HOUSEHOLD,21,GENERAL MATERIAL,775609,12-Aug-20,,,90180,90180,YTML-Stitching-YTM-07-General-General-Cleaning,,,83.72,,,,,20.0,34578,34578,WASHING POWDER VIM 900 GRAMS/PKT (Consumable-Local),PKT,1674.4,0.0,,,,,130.0,9906.6,,38086160.02,,,783755340.3,
3459,252,JANITORIAL/HOUSEHOLD,21,GENERAL MATERIAL,775609,12-Aug-20,,,90180,90180,YTML-Stitching-YTM-07-General-General-Cleaning,,,141.05,,,,,4.0,6383,6383,HARPIC CLEANER (Consumable-Local),BOT,564.2,0.0,,,,,130.0,9906.6,,38086160.02,,,783755340.3,
3460,252,JANITORIAL/HOUSEHOLD,21,GENERAL MATERIAL,775609,12-Aug-20,,,90180,90180,YTML-Stitching-YTM-07-General-General-Cleaning,,,50.0,,,,,20.0,28495,28495,SWEEP RED WATER BOTTLE 600 ML ABCOTEX GOLD SWEEP (Consumable-Local),BOT,1000.0,0.0,,,,,130.0,9906.6,,38086160.02,,,783755340.3,
3461,252,JANITORIAL/HOUSEHOLD,21,GENERAL MATERIAL,775609,12-Aug-20,,,90180,90180,YTML-Stitching-YTM-07-General-General-Cleaning,,,22.75,,,,,12.0,4344,4344,DUSTPAN (DUST COLLECTOR) SUPRI (Consumable-Local),NOS,273.0,0.0,,,,,130.0,9906.6,,38086160.02,,,783755340.3,
3462,252,JANITORIAL/HOUSEHOLD,21,GENERAL MATERIAL,775609,12-Aug-20,,,90180,90180,YTML-Stitching-YTM-07-General-General-Cleaning,,,118.3,,,,,50.0,8391,8391,MOP REFILL AMERICAN (Consumable-Local),NOS,5915.0,0.0,,,,,130.0,9906.6,,38086160.02,,,783755340.3,
3463,252,JANITORIAL/HOUSEHOLD,21,GENERAL MATERIAL,775609,12-Aug-20,,,90180,90180,YTML-Stitching-YTM-07-General-General-Cleaning,,,20.0,,,,,24.0,12248,12248,SCOTCH BRITE (Consumable-Local),NOS,480.0,0.0,,,,,130.0,9906.6,,38086160.02,,,783755340.3,
7981,349,PRINTED STATIONERY,20,STATIONARY,795239,04-Nov-20,,,90180,90180,YTML-Stitching-YTM-07-General-General-Cleaning,,,70.0,,,,,1.0,6285221001,6285221001,BROKEN NEEDLE REPLACEMENT BOOK DB X 01 (16X257) NON-CARBONIZE ONE SIDE A4 10 PAGES WITH 3CM GAZETTE AND SERIAL NUMBERS (---) (L-C) (Consumable-Local),NOS,70.0,40.0,,,,,1.0,70.0,,38086160.02,,,783755340.3,
9735,434,SPRAY,21,GENERAL MATERIAL,775609,12-Aug-20,,,90180,90180,YTML-Stitching-YTM-07-General-General-Cleaning,,,141.05,,,,,10.0,6079,6079,GLINT SPRAY (Consumable-Local),NOS,1410.5,0.0,,,,,10.0,1410.5,,38086160.02,,,783755340.3,
