,ITEM_CTG_ID,ITEM_CTG_DESC,ITEM_GRP_ID,ITEM_GRP_DESC,GINNO,GINDATE,ENTITY,SEGMENT,COST_CENTER,C_CENTER_ID,C_CENTER_NAME,JOBNO,UNITNO,RATE,MACHINENO1,MARATE,REMARKS,CAPITAL,QUANTITY,ITEMNO,INVENTORY_ITEM_NO,INV_ITEM_DESCRIPTION,UOM_DESC,AMOUNT1,BAL1,MDESC1,LASTISSUE1,LASTISSUEDT,COSTCENTER,SUMQTY,SUMAMT,GAP,GAMOUNT,CODE1,CODE2,GQTY,PERIOD
231,34,BIN,21,GENERAL MATERIAL,754040,30-Apr-20,,,90197,90197,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-General-General,,,465.0,,,,,3.0,28482,28482,PLASTIC DUST BIN WITH PADEL (MEDIUM SIZE) (Consumable-Local),NOS,1395.0,9.0,,,,,3.0,1395.0,,38086160.02,,,783755340.3,
243,34,BIN,21,GENERAL MATERIAL,850127,12-Jun-21,,,90197,90197,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-General-General,,,465.0,,,,,1.0,28482,28482,PLASTIC DUST BIN WITH PADEL (MEDIUM SIZE) (Consumable-Local),NOS,465.0,2.0,,,,,1.0,465.0,,38086160.02,,,783755340.3,
1290,83,CARTRIDGE,13,COMPUTERS & ACCESSORIES,880793,18-Oct-21,,,90197,90197,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-General-General,,,11300.0,,,,,1.0,7494321001,7494321001,RECYCLING OF TONER 307-A (CE 742 A) CYAN (---) (L-C) (Consumable-Local),NOS,11300.0,0.0,,,,,4.0,45200.0,,38086160.02,,,783755340.3,
1291,83,CARTRIDGE,13,COMPUTERS & ACCESSORIES,880793,18-Oct-21,,,90197,90197,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-General-General,,,11300.0,,,,,1.0,7494421001,7494421001,RECYCLING OF TONER 307-A (CE 742 A) MAGENTA (---) (L-C) (Consumable-Local),NOS,11300.0,0.0,,,,,4.0,45200.0,,38086160.02,,,783755340.3,
1292,83,CARTRIDGE,13,COMPUTERS & ACCESSORIES,880793,18-Oct-21,,,90197,90197,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-General-General,,,11300.0,,,,,1.0,7494521001,7494521001,RECYCLING OF TONER 307-A (CE 742 A) YELLOW (---) (L-C) (Consumable-Local),NOS,11300.0,0.0,,,,,4.0,45200.0,,38086160.02,,,783755340.3,
1293,83,CARTRIDGE,13,COMPUTERS & ACCESSORIES,880793,18-Oct-21,,,90197,90197,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-General-General,,,11300.0,,,,,1.0,7494621001,7494621001,RECYCLING OF TONER 307-A (CE 742 A) BLACK (---) (L-C) (Consumable-Local),NOS,11300.0,0.0,,,,,4.0,45200.0,,38086160.02,,,783755340.3,
1819,156,DISC,19,"HARDWARE MATERIAL, PIPE & FITTINGS",835754,12-Apr-21,,,90197,90197,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-General-General,,,415.0,,,for Change over trolley,,4.0,3767,3767,"CUTTING DISC 14"" (Consumable-Local)",NOS,1660.0,0.0,,,,,4.0,1660.0,,38086160.02,,,783755340.3,
1900,174,ELECTRODE,19,"HARDWARE MATERIAL, PIPE & FITTINGS",835754,12-Apr-21,,,90197,90197,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-General-General,,,260.0,,,for Change over trolley,,5.0,17614,17614,ELECTRODE MS. 6013 #.12 (Consumable-Local),KGS,1300.0,25.0,,,,,5.0,1300.0,,38086160.02,,,783755340.3,
1909,181,ENVELOP,20,STATIONARY,793814,29-Oct-20,,,90197,90197,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-General-General,,,1.9,,,,,10.0,4826,4826,"ENVELOPE 8"" X 10"" BROWN (Consumable-Local)",NOS,19.0,10.0,,,,,10.0,19.0,,38086160.02,,,783755340.3,
1910,181,ENVELOP,20,STATIONARY,798656,18-Nov-20,,,90197,90197,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-General-General,,,1.9,,,,,10.0,4826,4826,"ENVELOPE 8"" X 10"" BROWN (Consumable-Local)",NOS,19.0,0.0,,,,,10.0,19.0,,38086160.02,,,783755340.3,
1977,189,FILE,20,STATIONARY,793814,29-Oct-20,,,90197,90197,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-General-General,,,88.2,,,,,6.0,22457,22457,BOX FILE KORONA (Consumable-Local),PCS,529.2,12.0,,,,,27.0,2041.2,,38086160.02,,,783755340.3,
1978,189,FILE,20,STATIONARY,793814,29-Oct-20,,,90197,90197,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-General-General,,,72.0,,,,,15.0,16707,16707,FILE (RING FILE) (Consumable-Local),NOS,1080.0,34.0,,,,,27.0,2041.2,,38086160.02,,,783755340.3,
1979,189,FILE,20,STATIONARY,793814,29-Oct-20,,,90197,90197,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-General-General,,,72.0,,,,,6.0,5005,5005,FIBRE PAPER CLIP FILE (Consumable-Local),NOS,432.0,17.0,,,,,27.0,2041.2,,38086160.02,,,783755340.3,
1986,189,FILE,20,STATIONARY,798656,18-Nov-20,,,90197,90197,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-General-General,,,72.0,,,,,10.0,16707,16707,FILE (RING FILE) (Consumable-Local),NOS,720.0,17.0,,,,,22.0,2237.412414,,38086160.02,,,783755340.3,
1987,189,FILE,20,STATIONARY,798656,18-Nov-20,,,90197,90197,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-General-General,,,88.2,,,,,6.0,22457,22457,BOX FILE KORONA (Consumable-Local),PCS,529.2,6.0,,,,,22.0,2237.412414,,38086160.02,,,783755340.3,
1988,189,FILE,20,STATIONARY,798656,18-Nov-20,,,90197,90197,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-General-General,,,164.702069,,,,,6.0,1602,1602,BOX FILE EXECUTIVE LARGE EAGLE (Consumable-Local),NOS,988.2124138,4.0,,,,,22.0,2237.412414,,38086160.02,,,783755340.3,
2012,189,FILE,20,STATIONARY,814230,16-Jan-21,,,90197,90197,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-General-General,,,89.7721,,,,,6.0,22457,22457,BOX FILE KORONA (Consumable-Local),PCS,538.6326,47.0,,,,,14.0,1114.6326,,38086160.02,,,783755340.3,
2013,189,FILE,20,STATIONARY,814230,16-Jan-21,,,90197,90197,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-General-General,,,72.0,,,,,8.0,16707,16707,FILE (RING FILE) (Consumable-Local),NOS,576.0,11.0,,,,,14.0,1114.6326,,38086160.02,,,783755340.3,
2067,189,FILE,20,STATIONARY,862851,06-Aug-21,,,90197,90197,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-General-General,,,72.0,,,,,10.0,5005,5005,FIBRE PAPER CLIP FILE (Consumable-Local),NOS,720.0,20.0,,,,,14.0,1020.0,,38086160.02,,,783755340.3,
2068,189,FILE,20,STATIONARY,862851,06-Aug-21,,,90197,90197,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-General-General,,,75.0,,,,,4.0,16707,16707,FILE (RING FILE) (Consumable-Local),NOS,300.0,2.0,,,,,14.0,1020.0,,38086160.02,,,783755340.3,
2488,206,GENERAL,21,GENERAL MATERIAL,773963,05-Aug-20,,,90197,90197,YTML-Stitching-YTM-07-UNIT 23 YTM 7 Bldg A-First Floor-General-General,,,350.0,,,,,1.0,19771,19771,INSECT KILLER FINIS (MORTIEN) (Consumable-Local),PCS,350.0,6.0,,,,,2.0,377.5,,38086160.02,,,783755340.3,
