,ITEM_CTG_ID,ITEM_CTG_DESC,ITEM_GRP_ID,ITEM_GRP_DESC,GINNO,GINDATE,ENTITY,SEGMENT,COST_CENTER,C_CENTER_ID,C_CENTER_NAME,JOBNO,UNITNO,RATE,MACHINENO1,MARATE,REMARKS,CAPITAL,QUANTITY,ITEMNO,INVENTORY_ITEM_NO,INV_ITEM_DESCRIPTION,UOM_DESC,AMOUNT1,BAL1,MDESC1,LASTISSUE1,LASTISSUEDT,COSTCENTER,SUMQTY,SUMAMT,GAP,GAMOUNT,CODE1,CODE2,GQTY,PERIOD
9,3,ADJUSTER,17,ELECTRICAL,838826,24-Apr-21,,,90267,90267,YTML-Stitching-YTM-07-UNIT 33 YTM 7 Bldg E-Second Floor-Sewing-General,,,7695.0,,,,,4.0,7569022001,7569022001,ADJUSTABLE MCCB TP 100A LS  37KA (....) (L-F) (Fixed-Local),NOS,30780.0,0.0,,,,,4.0,30780.0,,38086160.02,,,783755340.3,
21,6,AIR CONDITIONER,22,ELECTRICAL EQUIPMENT,832287,27-Mar-21,,,90267,90267,YTML-Stitching-YTM-07-UNIT 33 YTM 7 Bldg E-Second Floor-Sewing-General,,,164102.57,,,,,8.0,7221322001,7221322001,AIR CONDITIONER (INVERTER) FLOOR STANDING 4 TONS (---) (L-F) (Fixed-Local),NOS,1312820.56,0.0,,,,,8.0,1312820.56,,38086160.02,,,783755340.3,
25,6,AIR CONDITIONER,22,ELECTRICAL EQUIPMENT,851158,17-Jun-21,,,90267,90267,YTML-Stitching-YTM-07-UNIT 33 YTM 7 Bldg E-Second Floor-Sewing-General,,,71517.5,,,,,7.0,42987,42987,AIR CONDITIONER 1.5 TON (GREE G10 INVERTER) (Fixed-Local),NOS,500622.5,1.0,,,,,11.0,921134.5,,38086160.02,,,783755340.3,
26,6,AIR CONDITIONER,22,ELECTRICAL EQUIPMENT,851158,17-Jun-21,,,90267,90267,YTML-Stitching-YTM-07-UNIT 33 YTM 7 Bldg E-Second Floor-Sewing-General,,,105128.0,,,,,4.0,7183322005,7183322005,SPLIT AIR CONDITIONER 2 TON WITH INVERTER (GREE) (L-F) (Fixed-Local),NOS,420512.0,0.0,,,,,11.0,921134.5,,38086160.02,,,783755340.3,
42,9,ANGLE,19,"HARDWARE MATERIAL, PIPE & FITTINGS",881322,21-Oct-21,,,90267,90267,YTML-Stitching-YTM-07-UNIT 33 YTM 7 Bldg E-Second Floor-Sewing-General,,,173.207,,,,,40.0,7003821001,7003821001,"MS ANGLE IRON 2X2X1/4"" (---) (L-C) (Consumable-Local)",RFT,6928.28,0.0,,,,,415.0,56313.85,,38086160.02,,,783755340.3,
43,9,ANGLE,19,"HARDWARE MATERIAL, PIPE & FITTINGS",881322,21-Oct-21,,,90267,90267,YTML-Stitching-YTM-07-UNIT 33 YTM 7 Bldg E-Second Floor-Sewing-General,,,151.5607907,,,,,215.0,6287721001,6287721001,"ANGLE MS 2""X2"" 90 DEGREE . (---) (L-C) (Consumable-Local)",RFT,32585.57,0.0,,,,,415.0,56313.85,,38086160.02,,,783755340.3,
44,9,ANGLE,19,"HARDWARE MATERIAL, PIPE & FITTINGS",881322,21-Oct-21,,,90267,90267,YTML-Stitching-YTM-07-UNIT 33 YTM 7 Bldg E-Second Floor-Sewing-General,,,105.0,,,,,160.0,5897621001,5897621001,"ANGLE MS 2""X2"" 05MM . (---) (L-C) (Consumable-Local)",RFT,16800.0,0.0,,,,,415.0,56313.85,,38086160.02,,,783755340.3,
112,23,BAR,11,SPARE PARTS,870119,07-Sep-21,,,90267,90267,YTML-Stitching-YTM-07-UNIT 33 YTM 7 Bldg E-Second Floor-Sewing-General,,,100.0,,,,,2.0,20063,20063,NEEDLE BAR (110-35003) (JUKI) (Consumable-Local),PCS,200.0,35.0,,,,,2.0,200.0,,38086160.02,,,783755340.3,
115,23,BAR,11,SPARE PARTS,874367,22-Sep-21,,,90267,90267,YTML-Stitching-YTM-07-UNIT 33 YTM 7 Bldg E-Second Floor-Sewing-General,,,100.0,,,,,5.0,20063,20063,NEEDLE BAR (110-35003) (JUKI) (Consumable-Local),PCS,500.0,26.0,,,,,5.0,500.0,,38086160.02,,,783755340.3,
127,25,BASE,17,ELECTRICAL,849392,11-Jun-21,,,90267,90267,YTML-Stitching-YTM-07-UNIT 33 YTM 7 Bldg E-Second Floor-Sewing-General,,,463.2711111,,,,,18.0,17805,17805,BASE (RELAY BASE 14-PIN FINDER) (Consumable-Local),NOS,8338.88,0.0,,,,,18.0,8338.88,,38086160.02,,,783755340.3,
