,ITEM_CTG_ID,ITEM_CTG_DESC,ITEM_GRP_ID,ITEM_GRP_DESC,GINNO,GINDATE,ENTITY,SEGMENT,COST_CENTER,C_CENTER_ID,C_CENTER_NAME,JOBNO,UNITNO,RATE,MACHINENO1,MARATE,REMARKS,CAPITAL,QUANTITY,ITEMNO,INVENTORY_ITEM_NO,INV_ITEM_DESCRIPTION,UOM_DESC,AMOUNT1,BAL1,MDESC1,LASTISSUE1,LASTISSUEDT,COSTCENTER,SUMQTY,SUMAMT,GAP,GAMOUNT,CODE1,CODE2,GQTY,PERIOD
163,32,BELT,11,SPARE PARTS,753946,29-Apr-20,,,90184,90184,YTML-Stitching-YTM-07-UNIT 22 YTM 7 Bldg A-Ground Floor-Cutting-GENERAL,,,4.0,,,,,50.0,20886,20886,SHARPING BELT (CUTTING MACHINE) (Consumable-Local),PCS,200.0,350.0,,,,,50.0,200.0,,38086160.02,,,783755340.3,
165,32,BELT,11,SPARE PARTS,756308,13-May-20,,,90184,90184,YTML-Stitching-YTM-07-UNIT 22 YTM 7 Bldg A-Ground Floor-Cutting-GENERAL,,,4.0,,,,,100.0,20886,20886,SHARPING BELT (CUTTING MACHINE) (Consumable-Local),PCS,400.0,250.0,,,,,100.0,400.0,,38086160.02,,,783755340.3,
2175,202,GAS,19,"HARDWARE MATERIAL, PIPE & FITTINGS",748962,11-Mar-20,,,90184,90184,YTML-Stitching-YTM-07-UNIT 22 YTM 7 Bldg A-Ground Floor-Cutting-GENERAL,,,14100.0,,,,,2.0,21554,21554,GAS (R-22 REFRIGARANT GAS) (13.6KGS) DUPONT USA (Consumable-Local),NOS,28200.0,0.0,,,,,2.0,28200.0,,38086160.02,,,783755340.3,
2192,206,GENERAL,11,SPARE PARTS,753946,29-Apr-20,,,90184,90184,YTML-Stitching-YTM-07-UNIT 22 YTM 7 Bldg A-Ground Floor-Cutting-GENERAL,,,65.0,,,,,12.0,19256,19256,CUTTING BLADE 10'' (CUTTING MACHIN (Consumable-Local),PCS,780.0,276.0,,,,,12.0,780.0,,38086160.02,,,783755340.3,
2195,206,GENERAL,11,SPARE PARTS,758627,29-May-20,,,90184,90184,YTML-Stitching-YTM-07-UNIT 22 YTM 7 Bldg A-Ground Floor-Cutting-GENERAL,,,65.0,,,,,12.0,19256,19256,CUTTING BLADE 10'' (CUTTING MACHIN (Consumable-Local),PCS,780.0,228.0,,,,,12.0,780.0,,38086160.02,,,783755340.3,
2876,211,GLOVES,21,GENERAL MATERIAL,748962,11-Mar-20,,,90184,90184,YTML-Stitching-YTM-07-UNIT 22 YTM 7 Bldg A-Ground Floor-Cutting-GENERAL,,,145.0,,,,,6.0,16123,16123,"WELDING GLOVES 12"" LEATHER (Consumable-Local)",PRS,870.0,0.0,,,,,6.0,870.0,,38086160.02,,,783755340.3,
4068,283,MACHINE,1,PLANT & MACHINERY,745650,26-Feb-20,,,90184,90184,YTML-Stitching-YTM-07-UNIT 22 YTM 7 Bldg A-Ground Floor-Cutting-GENERAL,,,76000.0,,,,,1.0,6597121001,6597121001,"K.M RANGE CUTTING MACHINE 10"", MODEL# KS-AUV. (---) (L-C) (Consumable-Local)",NOS,76000.0,0.0,,,,,1.0,76000.0,,38086160.02,,,783755340.3,
4168,289,MEASURING TAPE,16,TOOLS & INSTRUMENTS,747051,03-Mar-20,,,90184,90184,YTML-Stitching-YTM-07-UNIT 22 YTM 7 Bldg A-Ground Floor-Cutting-GENERAL,,,150.0,,,,,5.0,8177,8177,MEASURING TAPE 5 MTR. SPECIAL QUALITY IKEA/CALIBRATION (Consumable-Local),NOS,750.0,27.0,,,,,5.0,750.0,,38086160.02,,,783755340.3,
4170,289,MEASURING TAPE,16,TOOLS & INSTRUMENTS,748811,11-Mar-20,,,90184,90184,YTML-Stitching-YTM-07-UNIT 22 YTM 7 Bldg A-Ground Floor-Cutting-GENERAL,,,150.0,,,,,1.0,8177,8177,MEASURING TAPE 5 MTR. SPECIAL QUALITY IKEA/CALIBRATION (Consumable-Local),NOS,150.0,14.0,,,,,1.0,150.0,,38086160.02,,,783755340.3,
7739,349,PRINTED STATIONERY,20,STATIONARY,748811,11-Mar-20,,,90184,90184,YTML-Stitching-YTM-07-UNIT 22 YTM 7 Bldg A-Ground Floor-Cutting-GENERAL,,,300.0,,,,,2.0,5489221001,5489221001,FINAL CUTTING REPORT DUPLICATE CARBONIZED SINGLE SIDE PRINT ONE COLOR JOB 100 SET 200 PAGES (---) (Consumable-Local),BKS,600.0,43.0,,,,,4.0,1340.0,,38086160.02,,,783755340.3,
