,ITEM_CTG_ID,ITEM_CTG_DESC,ITEM_GRP_ID,ITEM_GRP_DESC,GINNO,GINDATE,ENTITY,SEGMENT,COST_CENTER,C_CENTER_ID,C_CENTER_NAME,JOBNO,UNITNO,RATE,MACHINENO1,MARATE,REMARKS,CAPITAL,QUANTITY,ITEMNO,INVENTORY_ITEM_NO,INV_ITEM_DESCRIPTION,UOM_DESC,AMOUNT1,BAL1,MDESC1,LASTISSUE1,LASTISSUEDT,COSTCENTER,SUMQTY,SUMAMT,GAP,GAMOUNT,CODE1,CODE2,GQTY,PERIOD
22,6,AIR CONDITIONER,22,ELECTRICAL EQUIPMENT,835138,10-Apr-21,,,70249,70249,YTML-Stitching-YTM-07-General - Stitching-Training Center-General,,,16500.0,,,for training room,,1.0,7201821003,7201821003,AIR CONDITIONER SPLIT A/C COMPRESSOR ROTARY 1.5TON FOR MODEL# KEE 18S (KENWOOD) (L-C) (Consumable-Local),NOS,16500.0,2.0,,,,,1.0,16500.0,,38086160.02,,,783755340.3,
30,6,AIR CONDITIONER,22,ELECTRICAL EQUIPMENT,879490,13-Oct-21,,,70249,70249,YTML-Stitching-YTM-07-General - Stitching-Training Center-General,,,100855.0,,,,,1.0,25225,25225,AIR CONDITIONER 2 TON SPLIT TYPE HAIER (Fixed-Local),NOS,100855.0,1.0,,,,,1.0,100855.0,,38086160.02,,,783755340.3,
293,41,BOARD,21,GENERAL MATERIAL,829384,18-Mar-21,,,70249,70249,YTML-Stitching-YTM-07-General - Stitching-Training Center-General,,,1320.0,,,,,2.0,29377,29377,SOFT BOARD 4 X 4 (Consumable-Local),NOS,2640.0,6.0,,,,,2.0,2640.0,,38086160.02,,,783755340.3,
299,41,BOARD,21,GENERAL MATERIAL,871708,15-Sep-21,,,70249,70249,YTML-Stitching-YTM-07-General - Stitching-Training Center-General,,,3540.0,,,,,2.0,29831,29831,SOFT BOARD(GREEN) 4' X 8' (Consumable-Local),NOS,7080.0,0.0,,,,,2.0,7080.0,,38086160.02,,,783755340.3,
420,42,BOBBIN,11,SPARE PARTS,836943,20-Apr-21,,,70249,70249,YTML-Stitching-YTM-07-General - Stitching-Training Center-General,,,6.891935484,,,,,6.0,18873,18873,BOBIN (JUKI) (Consumable-Local),PCS,41.3516129,404.0,,,,,10.0,608.4140735,,38086160.02,,,783755340.3,
421,42,BOBBIN,11,SPARE PARTS,836943,20-Apr-21,,,70249,70249,YTML-Stitching-YTM-07-General - Stitching-Training Center-General,,,360.0,,,,,1.0,18882,18882,BOBIN CASE (DELTA) (Consumable-Local),PCS,360.0,39.0,,,,,10.0,608.4140735,,38086160.02,,,783755340.3,
422,42,BOBBIN,11,SPARE PARTS,836943,20-Apr-21,,,70249,70249,YTML-Stitching-YTM-07-General - Stitching-Training Center-General,,,69.02082019,,,,,3.0,18878,18878,BOBIN CASE (B-1837-012-OAO)(JUKI)  (Consumable-Local),PCS,207.0624606,247.0,,,,,10.0,608.4140735,,38086160.02,,,783755340.3,
444,42,BOBBIN,11,SPARE PARTS,852149,22-Jun-21,,,70249,70249,YTML-Stitching-YTM-07-General - Stitching-Training Center-General,,,69.02082019,,,,,5.0,18878,18878,BOBIN CASE (B-1837-012-OAO)(JUKI)  (Consumable-Local),PCS,345.1041009,223.0,,,,,15.0,414.0234558,,38086160.02,,,783755340.3,
445,42,BOBBIN,11,SPARE PARTS,852149,22-Jun-21,,,70249,70249,YTML-Stitching-YTM-07-General - Stitching-Training Center-General,,,6.891935484,,,,,10.0,18873,18873,BOBIN (JUKI) (Consumable-Local),PCS,68.91935484,384.0,,,,,15.0,414.0234558,,38086160.02,,,783755340.3,
462,42,BOBBIN,11,SPARE PARTS,864076,11-Aug-21,,,70249,70249,YTML-Stitching-YTM-07-General - Stitching-Training Center-General,,,6.891935484,,,,,12.0,18873,18873,BOBIN (JUKI) (Consumable-Local),PCS,82.70322581,289.0,,,,,18.0,496.8281469,,38086160.02,,,783755340.3,
463,42,BOBBIN,11,SPARE PARTS,864076,11-Aug-21,,,70249,70249,YTML-Stitching-YTM-07-General - Stitching-Training Center-General,,,69.02082019,,,,,6.0,18878,18878,BOBIN CASE (B-1837-012-OAO)(JUKI)  (Consumable-Local),PCS,414.1249211,156.0,,,,,18.0,496.8281469,,38086160.02,,,783755340.3,
