,ITEM_CTG_ID,ITEM_CTG_DESC,ITEM_GRP_ID,ITEM_GRP_DESC,GINNO,GINDATE,ENTITY,SEGMENT,COST_CENTER,C_CENTER_ID,C_CENTER_NAME,JOBNO,UNITNO,RATE,MACHINENO1,MARATE,REMARKS,CAPITAL,QUANTITY,ITEMNO,INVENTORY_ITEM_NO,INV_ITEM_DESCRIPTION,UOM_DESC,AMOUNT1,BAL1,MDESC1,LASTISSUE1,LASTISSUEDT,COSTCENTER,SUMQTY,SUMAMT,GAP,GAMOUNT,CODE1,CODE2,GQTY,PERIOD
2002,189,FILE,20,STATIONARY,808913,29-Dec-20,,,90226,90226,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Quality-General,,,72.0,,,,,8.0,16707,16707,FILE (RING FILE) (Consumable-Local),NOS,576.0,42.0,,,,,13.0,1024.8605,,38086160.02,,,783755340.3,
2003,189,FILE,20,STATIONARY,808913,29-Dec-20,,,90226,90226,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Quality-General,,,89.7721,,,,,5.0,22457,22457,BOX FILE KORONA (Consumable-Local),PCS,448.8605,60.0,,,,,13.0,1024.8605,,38086160.02,,,783755340.3,
2633,206,GENERAL,21,GENERAL MATERIAL,808913,29-Dec-20,,,90226,90226,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Quality-General,,,30.404,,,,,5.0,19383,19383,ERASER AL-30(PELIKEN) (I NO.2161) (Consumable-Local),PCS,152.02,71.0,,,,,11.0,567.4485714,,38086160.02,,,783755340.3,
2634,206,GENERAL,21,GENERAL MATERIAL,808913,29-Dec-20,,,90226,90226,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Quality-General,,,8.8,,,,,5.0,21287,21287,THUMB PIN (I NO.2219) (Consumable-Local),PKT,44.0,13.0,,,,,11.0,567.4485714,,38086160.02,,,783755340.3,
2635,206,GENERAL,21,GENERAL MATERIAL,808913,29-Dec-20,,,90226,90226,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Quality-General,,,371.4285714,,,,,1.0,19771,19771,INSECT KILLER FINIS (MORTIEN) (Consumable-Local),PCS,371.4285714,12.0,,,,,11.0,567.4485714,,38086160.02,,,783755340.3,
3375,246,INK,20,STATIONARY,808913,29-Dec-20,,,90226,90226,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Quality-General,,,31.80263889,,,,,4.0,8118,8118,MARKER INK BLACK DOLLAR (Consumable-Local),NOS,127.2105556,22.0,,,,,5.0,151.4605556,,38086160.02,,,783755340.3,
3376,246,INK,20,STATIONARY,808913,29-Dec-20,,,90226,90226,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Quality-General,,,24.25,,,,,1.0,13897,13897,STAMP PAD INK BLUE (Consumable-Local),NOS,24.25,2.0,,,,,5.0,151.4605556,,38086160.02,,,783755340.3,
3512,252,JANITORIAL/HOUSEHOLD,21,GENERAL MATERIAL,808913,29-Dec-20,,,90226,90226,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Quality-General,,,185.0,,,,,1.0,22799,22799,AIR FRESHNER LOTION ADMIRE 400ML (Consumable-Local),BOT,185.0,15.0,,,,,2.0,270.0,,38086160.02,,,783755340.3,
3513,252,JANITORIAL/HOUSEHOLD,21,GENERAL MATERIAL,808913,29-Dec-20,,,90226,90226,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Quality-General,,,85.0,,,,,1.0,14922,14922,TISSUE PAPER BOX ROSE PETAL (Consumable-Local),BOX,85.0,19.0,,,,,2.0,270.0,,38086160.02,,,783755340.3,
9794,440,STAPLER,20,STATIONARY,808913,29-Dec-20,,,90226,90226,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Quality-General,,,150.92,,,,,1.0,22462,22462,STAPLER MACHINE 24/6 OPAL HD-45 (Consumable-Local),NOS,150.92,8.0,,,,,1.0,150.92,,38086160.02,,,783755340.3,
10318,443,STATIONERY,20,STATIONARY,808913,29-Dec-20,,,90226,90226,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Quality-General,,,90.5,,,,,1.0,6621,6621,HIGH LIGHTER PEN YELLOW PELIKAN (Consumable-Local),PCS,90.5,7.0,,,,,30.0,640.1976946,,38086160.02,,,783755340.3,
10319,443,STATIONERY,20,STATIONARY,808913,29-Dec-20,,,90226,90226,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Quality-General,,,195.0,,,,,1.0,3520,3520,CORRECTIVE FLUID WHITO/BLANCO (Consumable-Local),SET,195.0,16.0,,,,,30.0,640.1976946,,38086160.02,,,783755340.3,
10320,443,STATIONERY,20,STATIONARY,808913,29-Dec-20,,,90226,90226,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Quality-General,,,90.5,,,,,1.0,6619,6619,HIGH LIGHTER PEN PINK PELIKAN (Consumable-Local),PCS,90.5,15.0,,,,,30.0,640.1976946,,38086160.02,,,783755340.3,
10321,443,STATIONERY,20,STATIONARY,808913,29-Dec-20,,,90226,90226,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Quality-General,,,23.71535714,,,,,4.0,9810,9810,PEN (MARKER) DOLLER A-70 BLACK (Consumable-Local),NOS,94.86142857,18.0,,,,,30.0,640.1976946,,38086160.02,,,783755340.3,
10322,443,STATIONERY,20,STATIONARY,808913,29-Dec-20,,,90226,90226,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Quality-General,,,34.0,,,,,1.0,14011,14011,"STEEL SCALE 12"" (Consumable-Local)",NOS,34.0,10.0,,,,,30.0,640.1976946,,38086160.02,,,783755340.3,
10323,443,STATIONERY,20,STATIONARY,808913,29-Dec-20,,,90226,90226,YTML-Stitching-YTM-07-UNIT 27 YTM 7 Bldg B-First Floor-Quality-General,,,5.004,,,,,2.0,22459,22459,SHARPNER DUX (Consumable-Local),NOS,10.008,21.0,,,,,30.0,640.1976946,,38086160.02,,,783755340.3,
